loan_id,customer_id,loan_type,loan_amount,tenure_months,interest_rate,loan_status,disbursement_date
L201234,C100071,Personal,191803.24,60,12.11,Active,2026-05-15
L201235,C100475,Home,1300136.56,120,11.51,Active,2025-09-07
L201236,C100520,Personal,98807.17,36,12.97,Closed,2025-10-05
L201237,C100594,Personal,181133.62,120,11.72,Active,2025-08-12
L201238,C100796,Education,202174.34,60,14.1,Delinquent,2025-10-01
L201239,C100726,Personal,26879.36,120,12.99,Delinquent,2025-11-27
L201240,C100588,Personal,150892.23,60,12.06,Closed,2025-07-25
L201241,C100720,Auto,594877.6,180,14.81,Active,2026-01-29
L201242,C100510,Personal,275382.47,180,14.89,Closed,2025-09-16
L201243,C100123,Auto,576155.91,12,21.11,Active,2026-04-07
L201244,C100601,Personal,83011.45,120,10.84,Closed,2025-11-08
L201245,C100053,Business,1014889.48,12,15.58,Closed,2025-10-18
L201246,C100045,Home,1732101.3,36,14.01,Active,2026-02-14
L201247,C100067,Auto,293850.18,36,14.6,Active,2026-06-09
L201248,C100057,Personal,82071.17,36,7.07,Active,2026-01-19
L201249,C100236,Auto,119484.45,120,7.0,Active,2026-03-25
L201250,C100312,Home,888024.35,180,12.5,Closed,2026-05-20
L201251,C100592,Home,679825.0,48,18.41,Delinquent,2025-12-06
L201252,C100676,Personal,236060.41,180,14.95,Active,2026-04-03
L201253,C100650,Personal,167822.71,180,11.99,Closed,2026-02-03
L201254,C100585,Education,142239.9,48,13.21,Active,2026-02-20
L201255,C100789,Education,302223.73,48,14.56,Closed,2026-03-24
L201256,C100408,Business,222415.2,180,9.2,Active,2026-03-14
L201257,C100706,Auto,420835.69,24,15.44,Active,2026-03-14
L201258,C100103,Personal,71004.31,12,9.92,Delinquent,2025-09-26
L201259,C100182,Education,144092.53,120,11.56,Closed,2025-08-18
L201260,C100228,Auto,197089.08,24,13.38,Active,2025-12-27
L201261,C100623,Home,1069966.49,48,11.4,Active,2025-12-11
L201262,C100385,Auto,161529.23,48,19.27,Default,2026-04-10
L201263,C100275,Personal,53551.42,180,13.8,Delinquent,2025-11-23
L201264,C100583,Business,880877.43,48,11.45,Active,2025-11-06
L201265,C100760,Home,241966.79,60,14.65,Closed,2026-04-15
L201266,C100042,Education,84767.32,60,15.33,Active,2026-02-25
L201267,C100462,Personal,181116.99,120,10.49,Active,2025-11-08
L201268,C100796,Business,451430.97,120,15.36,Closed,2026-01-24
L201269,C100611,Auto,337198.48,60,13.52,Active,2025-08-27
L201270,C100746,Auto,294100.48,120,8.78,Closed,2026-03-22
L201271,C100498,Home,738274.06,48,11.48,Written Off,2026-04-08
L201272,C100140,Auto,470496.68,60,14.99,Active,2026-01-02
L201273,C100484,Auto,151253.75,36,9.52,Active,2025-09-06
L201274,C100383,Business,407202.32,24,13.21,Default,2025-07-16
L201275,C100202,Business,515933.83,60,15.11,Closed,2025-10-08
L201276,C100120,Auto,303623.02,60,13.75,Active,2026-06-07
L201277,C100312,Auto,315256.69,60,7.0,Closed,2025-11-03
L201278,C100686,Consumer Durable,107544.99,120,16.74,Closed,2026-06-09
L201279,C100516,Personal,191480.8,48,11.83,Closed,2026-05-01
L201280,C100259,Home,492770.82,180,15.34,Active,2026-04-15
L201281,C100259,Personal,89835.21,12,12.94,Active,2026-01-18
L201282,C100133,Personal,73001.38,24,9.51,Active,2026-06-10
L201283,C100695,Personal,68575.6,48,12.1,Active,2025-10-17
L201284,C100160,Auto,1066177.29,180,7.77,Closed,2025-07-04
L201285,C100743,Personal,70154.3,180,11.81,Active,2026-05-02
L201286,C100729,Business,171770.99,120,17.35,Active,2026-03-15
L201287,C100249,Home,264687.12,120,11.24,Closed,2026-04-28
L201288,C100748,Business,144652.57,48,16.54,Active,2025-08-11
L201289,C100351,Personal,147715.27,60,10.29,Closed,2025-09-07
L201290,C100525,Home,304973.51,180,12.51,Active,2026-05-21
L201291,C100493,Personal,68392.62,12,15.17,Closed,2025-08-30
L201292,C100617,Personal,367430.93,48,13.76,Delinquent,2025-08-02
L201293,C100325,Personal,196147.9,48,17.07,Closed,2025-09-07
L201294,C100542,Home,568198.11,60,10.74,Active,2026-01-12
L201295,C100365,Personal,61609.1,12,18.61,Closed,2026-02-21
L201296,C100211,Business,102014.38,12,9.5,Active,2025-07-08
L201297,C100287,Personal,66224.84,12,11.85,Active,2025-09-26
L201298,C100672,Consumer Durable,65583.43,24,11.85,Active,2025-09-03
L201299,C100212,Home,448031.55,36,11.47,Active,2025-09-02
L201300,C100383,Personal,75030.84,180,10.44,Closed,2026-03-06
L201301,C100695,Home,721818.95,120,12.51,Delinquent,2025-12-14
L201302,C100627,Personal,149776.94,24,14.41,Active,2025-07-28
L201303,C100548,Auto,317645.74,12,7.64,Closed,2025-09-07
L201304,C100023,Auto,2109823.47,180,7.5,Closed,2026-01-20
L201305,C100547,Auto,390751.53,48,15.76,Active,2026-05-18
L201306,C100094,Personal,152449.09,180,13.32,Active,2025-09-01
L201307,C100268,Consumer Durable,63027.61,120,11.27,Closed,2025-09-06
L201308,C100518,Consumer Durable,90525.0,60,16.96,Active,2026-03-25
L201309,C100608,Consumer Durable,132879.65,48,16.52,Default,2025-09-28
L201310,C100121,Home,1726543.97,48,17.41,Active,2026-01-16
L201311,C100182,Personal,60849.67,24,9.93,Active,2026-01-31
L201312,C100666,Auto,419279.96,180,12.14,Active,2025-10-26
L201313,C100786,Business,240681.59,36,20.2,Active,2025-07-01
L201314,C100676,Consumer Durable,111844.0,60,14.77,Delinquent,2026-01-21
L201315,C100087,Consumer Durable,224779.8,180,13.83,Closed,2026-03-08
L201316,C100398,Personal,157208.74,60,14.97,Active,2025-09-18
L201317,C100246,Auto,177609.9,24,11.07,Active,2025-11-30
L201318,C100577,Personal,44476.75,180,7.0,Closed,2026-02-20
L201319,C100270,Consumer Durable,42341.85,60,12.07,Active,2025-12-03
L201320,C100429,Home,492326.56,12,12.35,Active,2026-02-03
L201321,C100728,Personal,279689.43,48,16.1,Active,2025-10-28
L201322,C100164,Personal,113974.1,36,16.76,Active,2026-04-22
L201323,C100477,Consumer Durable,30548.67,36,16.54,Closed,2026-01-24
L201324,C100383,Education,125984.36,120,10.65,Active,2025-11-29
L201325,C100762,Business,417849.83,36,7.0,Active,2026-04-23
L201326,C100236,Personal,50815.07,12,13.89,Closed,2026-01-24
L201327,C100283,Personal,108452.4,180,14.78,Delinquent,2026-02-18
L201328,C100019,Consumer Durable,69869.78,48,9.88,Active,2025-09-09
L201329,C100564,Personal,155110.09,24,14.76,Active,2026-03-19
L201330,C100171,Home,586262.39,180,13.79,Delinquent,2026-01-27
L201331,C100141,Auto,346772.55,24,11.25,Closed,2026-04-24
L201332,C100557,Education,600516.32,60,12.97,Delinquent,2026-01-31
L201333,C100350,Home,883391.54,48,13.32,Closed,2026-04-23
L201334,C100797,Auto,135585.1,180,9.16,Active,2025-08-27
L201335,C100103,Personal,95325.45,60,10.15,Closed,2025-08-12
L201336,C100677,Home,405017.55,12,8.39,Active,2025-07-22
L201337,C100030,Personal,212477.91,24,11.35,Delinquent,2025-12-01
L201338,C100321,Auto,909661.86,48,15.26,Written Off,2025-10-07
L201339,C100614,Personal,179944.63,120,12.22,Active,2026-02-15
L201340,C100560,Education,73549.6,180,8.58,Closed,2026-05-13
L201341,C100723,Auto,189110.66,24,12.76,Closed,2025-12-08
L201342,C100482,Personal,202127.15,24,13.4,Closed,2026-02-15
L201343,C100744,Consumer Durable,56531.49,48,15.66,Delinquent,2025-07-07
L201344,C100701,Auto,238521.62,60,15.54,Closed,2026-05-22
L201345,C100682,Personal,236937.12,36,12.59,Active,2025-07-19
L201346,C100621,Consumer Durable,109706.81,48,7.0,Active,2025-08-21
L201347,C100582,Personal,23395.16,36,11.59,Active,2025-08-05
L201348,C100288,Education,424978.99,48,18.08,Active,2025-12-25
L201349,C100369,Education,85173.56,60,8.73,Active,2026-01-10
L201350,C100370,Auto,416000.96,24,13.23,Delinquent,2026-06-24
L201351,C100574,Consumer Durable,82190.1,60,10.96,Active,2026-01-25
L201352,C100458,Consumer Durable,43780.22,60,12.17,Active,2025-10-26
L201353,C100313,Home,471373.66,12,17.19,Closed,2025-11-18
L201354,C100301,Personal,334043.39,24,13.09,Active,2025-07-19
L201355,C100762,Consumer Durable,60220.66,120,15.31,Closed,2025-11-22
L201356,C100547,Personal,124985.34,36,14.99,Closed,2025-07-03
L201357,C100192,Business,692039.67,24,10.72,Closed,2026-05-07
L201358,C100746,Auto,330596.45,36,14.83,Active,2026-01-27
L201359,C100213,Personal,234629.23,60,10.61,Active,2025-11-17
L201360,C100530,Business,665874.41,24,14.24,Delinquent,2026-01-04
L201361,C100320,Home,216209.9,48,14.68,Closed,2025-10-15
L201362,C100338,Home,695256.48,60,13.41,Active,2025-10-22
L201363,C100120,Auto,254090.87,120,11.39,Delinquent,2025-11-20
L201364,C100233,Auto,467550.54,24,9.99,Delinquent,2025-10-27
L201365,C100131,Home,1532561.41,120,14.64,Active,2025-10-19
L201366,C100645,Business,469218.8,60,12.97,Active,2025-09-23
L201367,C100595,Home,696365.01,24,15.8,Active,2025-10-09
L201368,C100054,Personal,215256.54,24,17.78,Closed,2026-03-23
L201369,C100063,Business,315940.1,180,10.71,Closed,2025-07-09
L201370,C100533,Consumer Durable,39672.14,60,18.86,Active,2026-03-27
L201371,C100244,Personal,263272.43,120,11.74,Active,2025-10-16
L201372,C100481,Education,68160.85,36,16.42,Closed,2026-04-25
L201373,C100303,Personal,103802.52,36,12.98,Active,2025-08-14
L201374,C100479,Personal,94310.93,12,15.39,Closed,2025-12-10
L201375,C100335,Education,138039.67,180,10.42,Active,2025-08-15
L201376,C100449,Consumer Durable,92034.52,24,14.4,Active,2026-06-08
L201377,C100160,Business,690680.87,24,19.72,Closed,2026-05-15
L201378,C100042,Home,532994.05,180,9.25,Delinquent,2025-09-16
L201379,C100321,Auto,678326.42,36,13.45,Active,2025-11-25
L201380,C100541,Personal,152033.16,180,12.24,Closed,2026-02-14
L201381,C100625,Personal,99749.05,120,12.52,Active,2026-01-15
L201382,C100380,Business,352908.27,24,15.27,Active,2025-07-26
L201383,C100101,Home,650834.5,48,13.78,Active,2026-06-11
L201384,C100059,Personal,27462.48,120,14.68,Delinquent,2026-05-29
L201385,C100630,Personal,78217.4,12,11.88,Closed,2026-01-27
L201386,C100287,Consumer Durable,118607.1,24,12.71,Default,2026-03-23
L201387,C100659,Education,81908.85,48,21.01,Active,2025-08-12
L201388,C100696,Consumer Durable,150415.97,12,8.57,Active,2025-07-25
L201389,C100127,Personal,110133.06,36,9.18,Delinquent,2025-08-17
L201390,C100321,Home,1405076.06,120,14.1,Closed,2025-11-29
L201391,C100718,Consumer Durable,42859.92,24,13.11,Active,2026-02-02
L201392,C100355,Home,553247.12,48,9.34,Closed,2025-10-26
L201393,C100252,Education,212330.61,24,12.48,Closed,2026-05-08
L201394,C100396,Auto,579370.76,48,12.14,Active,2025-07-04
L201395,C100443,Personal,50367.06,12,15.11,Active,2025-07-12
L201396,C100206,Auto,434577.54,12,14.36,Active,2026-05-21
L201397,C100748,Consumer Durable,58566.59,180,15.97,Active,2026-04-21
L201398,C100491,Auto,374919.73,12,12.23,Active,2025-09-24
L201399,C100024,Consumer Durable,40127.19,120,11.37,Default,2025-09-15
