repayment_id,loan_id,installment_no,due_date,paid_amount,missed_flag,days_past_due
R406651,L201198,3,2025-11-09,,1,65
R406652,L201198,4,2025-12-09,6475.11,0,1
R406653,L201198,5,2026-01-09,6733.04,0,6
R406654,L201198,6,2026-02-09,7140.76,0,6
R406655,L201198,7,2026-03-09,6704.6,0,5
R406656,L201198,8,2026-04-09,7171.28,0,5
R406657,L201198,9,2026-05-09,7377.35,0,2
R406658,L201198,10,2026-06-09,6621.9,0,4
R406659,L201199,1,2026-01-23,2645.85,0,2
R406660,L201199,2,2026-02-23,2704.51,0,4
R406661,L201199,3,2026-03-23,2599.09,0,0
R406662,L201199,4,2026-04-23,2781.02,0,0
R406663,L201199,5,2026-05-23,2805.88,0,5
R406664,L201199,6,2026-06-23,2583.95,0,3
R406665,L201200,1,2026-06-04,18105.31,0,0
R406666,L201201,1,2026-01-17,7346.88,0,5
R406667,L201201,2,2026-02-17,7504.68,0,4
R406668,L201201,3,2026-03-17,6640.09,0,6
R406669,L201201,4,2026-04-17,6732.66,0,6
R406670,L201201,5,2026-05-17,6760.28,0,2
R406671,L201201,6,2026-06-17,6607.12,0,0
R406672,L201202,1,2025-09-07,193241.48,0,1
R406673,L201202,2,2025-10-07,190315.67,0,4
R406674,L201202,3,2025-11-07,197619.92,0,4
R406675,L201202,4,2025-12-07,217065.94,0,2
R406676,L201202,5,2026-01-07,211964.46,0,4
R406677,L201202,6,2026-02-07,190723.51,0,5
R406678,L201202,7,2026-03-07,191246.88,0,1
R406679,L201202,8,2026-04-07,199626.47,0,6
R406680,L201202,9,2026-05-07,212761.82,0,6
R406681,L201202,10,2026-06-07,200215.04,0,2
R406682,L201203,1,2026-02-08,3102.58,0,6
R406683,L201203,2,2026-03-08,,1,39
R406684,L201203,3,2026-04-08,2818.93,0,0
R406685,L201203,4,2026-05-08,3128.17,0,6
R406686,L201203,5,2026-06-08,3182.09,0,3
R406687,L201204,1,2025-12-22,25116.78,0,3
R406688,L201204,2,2026-01-22,25023.24,0,2
R406689,L201204,3,2026-02-22,24039.97,0,4
R406690,L201204,4,2026-03-22,25824.84,0,3
R406691,L201204,5,2026-04-22,24899.98,0,3
R406692,L201204,6,2026-05-22,22445.79,0,5
R406693,L201204,7,2026-06-22,24465.07,0,1
R406694,L201205,1,2025-10-26,4408.54,0,0
R406695,L201205,2,2025-11-26,4907.55,0,0
R406696,L201205,3,2025-12-26,4672.26,0,5
R406697,L201205,4,2026-01-26,,1,31
R406698,L201205,5,2026-02-26,,1,46
R406699,L201205,6,2026-03-26,,1,55
R406700,L201205,7,2026-04-26,,1,39
R406701,L201205,8,2026-05-26,4708.14,0,5
R406702,L201205,9,2026-06-26,5061.69,0,2
R406703,L201206,1,2026-01-26,705.91,0,4
R406704,L201206,2,2026-02-26,711.44,0,5
R406705,L201206,3,2026-03-26,646.93,0,3
R406706,L201206,4,2026-04-26,685.5,0,1
R406707,L201206,5,2026-05-26,701.06,0,4
R406708,L201206,6,2026-06-26,689.59,0,6
R406709,L201207,1,2026-05-06,46131.24,0,1
R406710,L201207,2,2026-06-06,48528.17,0,1
R406711,L201208,1,2025-12-07,2304.87,0,3
R406712,L201208,2,2026-01-07,2225.37,0,0
R406713,L201208,3,2026-02-07,2347.9,0,6
R406714,L201208,4,2026-03-07,2405.88,0,2
R406715,L201208,5,2026-04-07,2428.0,0,6
R406716,L201208,6,2026-05-07,2374.51,0,4
R406717,L201208,7,2026-06-07,2227.36,0,5
R406718,L201209,1,2026-05-25,511.79,0,5
R406719,L201209,2,2026-06-25,500.49,0,0
R406720,L201210,1,2025-10-26,13192.42,0,3
R406721,L201210,2,2025-11-26,13260.65,0,1
R406722,L201210,3,2025-12-26,,1,75
R406723,L201210,4,2026-01-26,,1,64
R406724,L201210,5,2026-02-26,,1,78
R406725,L201210,6,2026-03-26,12012.98,0,2
R406726,L201210,7,2026-04-26,13293.17,0,0
R406727,L201210,8,2026-05-26,,1,93
R406728,L201210,9,2026-06-26,13178.29,0,4
R406729,L201211,1,2026-01-01,782.38,0,2
R406730,L201211,2,2026-02-01,782.11,0,1
R406731,L201211,3,2026-03-01,798.72,0,3
R406732,L201211,4,2026-04-01,694.17,0,6
R406733,L201211,5,2026-05-01,751.68,0,4
R406734,L201211,6,2026-06-01,765.05,0,1
R406735,L201211,7,2026-07-01,760.83,0,6
R406736,L201212,1,2025-09-02,1573.99,0,6
R406737,L201212,2,2025-10-02,1688.0,0,4
R406738,L201212,3,2025-11-02,1574.31,0,4
R406739,L201212,4,2025-12-02,1703.85,0,6
R406740,L201212,5,2026-01-02,1583.4,0,2
R406741,L201212,6,2026-02-02,1750.66,0,4
R406742,L201212,7,2026-03-02,1618.13,0,2
R406743,L201212,8,2026-04-02,1681.32,0,2
R406744,L201212,9,2026-05-02,1612.0,0,6
R406745,L201212,10,2026-06-02,1707.83,0,2
R406746,L201212,11,2026-07-02,1724.01,0,5
R406747,L201213,1,2025-11-16,39245.4,0,2
R406748,L201213,2,2025-12-16,40563.98,0,1
R406749,L201213,3,2026-01-16,40298.2,0,1
R406750,L201213,4,2026-02-16,44449.43,0,1
R406751,L201213,5,2026-03-16,43780.11,0,3
R406752,L201213,6,2026-04-16,45013.1,0,2
R406753,L201213,7,2026-05-16,39496.07,0,3
R406754,L201213,8,2026-06-16,45202.68,0,0
R406755,L201214,1,2026-02-08,1244.69,0,6
R406756,L201214,2,2026-03-08,1396.99,0,6
R406757,L201214,3,2026-04-08,1297.06,0,2
R406758,L201214,4,2026-05-08,1351.04,0,0
R406759,L201214,5,2026-06-08,1252.31,0,0
R406760,L201215,1,2026-06-12,2542.18,0,1
R406761,L201216,1,2025-08-31,,1,55
R406762,L201216,2,2025-09-30,9254.59,0,0
R406763,L201216,3,2025-10-31,9843.69,0,4
R406764,L201216,4,2025-11-30,9160.91,0,4
R406765,L201216,5,2025-12-31,9740.41,0,2
R406766,L201216,6,2026-01-31,10391.92,0,6
R406767,L201216,7,2026-02-28,9190.5,0,2
R406768,L201216,8,2026-03-31,9468.54,0,5
R406769,L201216,9,2026-04-30,9622.81,0,3
R406770,L201216,10,2026-05-31,9192.51,0,0
R406771,L201216,11,2026-06-30,9509.84,0,4
R406772,L201217,1,2026-01-20,33799.54,0,6
R406773,L201217,2,2026-02-20,30883.82,0,3
R406774,L201217,3,2026-03-20,31513.3,0,0
R406775,L201217,4,2026-04-20,31527.38,0,1
R406776,L201217,5,2026-05-20,32908.31,0,1
R406777,L201217,6,2026-06-20,32586.98,0,5
R406778,L201218,1,2025-08-04,231.97,0,1
R406779,L201218,2,2025-09-04,244.54,0,0
R406780,L201218,3,2025-10-04,233.49,0,1
R406781,L201218,4,2025-11-04,228.84,0,0
R406782,L201218,5,2025-12-04,240.76,0,4
R406783,L201218,6,2026-01-04,238.93,0,2
R406784,L201218,7,2026-02-04,241.67,0,0
R406785,L201218,8,2026-03-04,,1,57
R406786,L201218,9,2026-04-04,242.48,0,3
R406787,L201218,10,2026-05-04,235.4,0,4
R406788,L201218,11,2026-06-04,232.44,0,4
R406789,L201218,12,2026-07-04,214.08,0,2
R406790,L201219,1,2025-09-19,,1,65
R406791,L201219,2,2025-10-19,3703.24,0,3
R406792,L201219,3,2025-11-19,3269.41,0,2
R406793,L201219,4,2025-12-19,3256.59,0,4
R406794,L201219,5,2026-01-19,3464.95,0,3
R406795,L201219,6,2026-02-19,3710.31,0,2
R406796,L201219,7,2026-03-19,3724.68,0,3
R406797,L201219,8,2026-04-19,3698.41,0,6
R406798,L201219,9,2026-05-19,3544.08,0,1
R406799,L201219,10,2026-06-19,3705.39,0,5
R406800,L201220,1,2026-04-08,839.78,0,4
R406801,L201220,2,2026-05-08,882.22,0,0
R406802,L201220,3,2026-06-08,878.51,0,3
R406803,L201221,1,2026-03-20,1036.01,0,0
R406804,L201221,2,2026-04-20,1133.04,0,5
R406805,L201221,3,2026-05-20,1051.51,0,6
R406806,L201221,4,2026-06-20,1146.76,0,0
R406807,L201222,1,2026-02-07,694.85,0,6
R406808,L201222,2,2026-03-07,709.57,0,1
R406809,L201222,3,2026-04-07,699.57,0,1
R406810,L201222,4,2026-05-07,753.88,0,2
R406811,L201222,5,2026-06-07,756.8,0,0
R406812,L201223,1,2026-04-14,485.91,0,3
R406813,L201223,2,2026-05-14,479.74,0,6
R406814,L201223,3,2026-06-14,518.52,0,0
R406815,L201224,1,2025-09-24,12874.11,0,2
R406816,L201224,2,2025-10-24,13273.34,0,5
R406817,L201224,3,2025-11-24,13806.44,0,4
R406818,L201224,4,2025-12-24,13865.88,0,6
R406819,L201224,5,2026-01-24,12064.99,0,6
R406820,L201224,6,2026-02-24,12764.63,0,3
R406821,L201224,7,2026-03-24,13019.3,0,4
R406822,L201224,8,2026-04-24,12451.24,0,6
R406823,L201224,9,2026-05-24,12906.1,0,6
R406824,L201224,10,2026-06-24,13598.44,0,6
R406825,L201225,1,2026-01-05,7793.16,0,1
R406826,L201225,2,2026-02-05,8142.35,0,4
R406827,L201225,3,2026-03-05,7893.65,0,4
R406828,L201225,4,2026-04-05,8203.04,0,6
R406829,L201225,5,2026-05-05,8659.79,0,0
R406830,L201225,6,2026-06-05,8892.1,0,5
R406831,L201226,1,2026-02-03,16447.47,0,3
R406832,L201226,2,2026-03-03,16729.95,0,6
R406833,L201226,3,2026-04-03,15526.85,0,3
R406834,L201226,4,2026-05-03,15519.64,0,6
R406835,L201226,5,2026-06-03,15529.58,0,0
R406836,L201227,1,2025-08-13,3406.93,0,6
R406837,L201227,2,2025-09-13,3106.91,0,0
R406838,L201227,3,2025-10-13,3387.33,0,2
R406839,L201227,4,2025-11-13,3451.29,0,3
R406840,L201227,5,2025-12-13,3171.73,0,1
R406841,L201227,6,2026-01-13,3245.66,0,3
R406842,L201227,7,2026-02-13,3233.15,0,1
R406843,L201227,8,2026-03-13,3017.46,0,1
R406844,L201227,9,2026-04-13,3275.78,0,5
R406845,L201227,10,2026-05-13,3042.88,0,2
R406846,L201227,11,2026-06-13,3346.38,0,4
R406847,L201228,1,2026-04-16,23811.97,0,3
R406848,L201228,2,2026-05-16,23978.59,0,6
R406849,L201228,3,2026-06-16,25064.24,0,1
R406850,L201229,1,2026-05-09,895.62,0,2
R406851,L201229,2,2026-06-09,978.1,0,1
R406852,L201230,1,2026-03-04,1724.43,0,1
R406853,L201230,2,2026-04-04,,1,59
R406854,L201230,3,2026-05-04,1793.32,0,3
R406855,L201230,4,2026-06-04,1824.49,0,5
R406856,L201231,1,2026-04-09,2850.68,0,4
R406857,L201231,2,2026-05-09,2982.18,0,5
R406858,L201231,3,2026-06-09,2825.08,0,3
R406859,L201232,1,2025-10-06,3115.38,0,3
R406860,L201232,2,2025-11-06,2809.33,0,0
R406861,L201232,3,2025-12-06,2925.0,0,2
R406862,L201232,4,2026-01-06,2862.31,0,6
R406863,L201232,5,2026-02-06,2948.29,0,6
R406864,L201232,6,2026-03-06,2942.57,0,5
R406865,L201232,7,2026-04-06,3013.49,0,1
R406866,L201232,8,2026-05-06,2815.54,0,6
R406867,L201232,9,2026-06-06,3115.68,0,0
R406868,L201233,1,2026-07-24,746.06,0,3
R406869,L201234,1,2026-06-15,2879.01,0,1
R406870,L201235,1,2025-10-07,10435.23,0,2
R406871,L201235,2,2025-11-07,10589.69,0,4
R406872,L201235,3,2025-12-07,10263.33,0,1
R406873,L201235,4,2026-01-07,10696.28,0,6
R406874,L201235,5,2026-02-07,10848.39,0,3
R406875,L201235,6,2026-03-07,11218.89,0,1
R406876,L201235,7,2026-04-07,9809.67,0,2
R406877,L201235,8,2026-05-07,9954.09,0,2
R406878,L201235,9,2026-06-07,10438.41,0,5
R406879,L201236,1,2025-11-05,2549.65,0,6
R406880,L201236,2,2025-12-05,,1,92
R406881,L201236,3,2026-01-05,2683.05,0,1
R406882,L201236,4,2026-02-05,2738.26,0,0
R406883,L201236,5,2026-03-05,2557.12,0,5
R406884,L201236,6,2026-04-05,2569.55,0,0
R406885,L201236,7,2026-05-05,2741.97,0,4
R406886,L201236,8,2026-06-05,2764.94,0,0
R406887,L201237,1,2025-09-12,1510.59,0,4
R406888,L201237,2,2025-10-12,1440.38,0,5
R406889,L201237,3,2025-11-12,1405.87,0,3
R406890,L201237,4,2025-12-12,1403.75,0,1
R406891,L201237,5,2026-01-12,1437.99,0,0
R406892,L201237,6,2026-02-12,1496.97,0,4
R406893,L201237,7,2026-03-12,1509.26,0,5
R406894,L201237,8,2026-04-12,1418.87,0,0
R406895,L201237,9,2026-05-12,1517.3,0,2
R406896,L201237,10,2026-06-12,1404.17,0,0
R406897,L201238,1,2025-11-01,3213.15,0,4
R406898,L201238,2,2025-12-01,3378.35,0,5
R406899,L201238,3,2026-01-01,3457.21,0,4
R406900,L201238,4,2026-02-01,,1,45
R406901,L201238,5,2026-03-01,3152.14,0,4
R406902,L201238,6,2026-04-01,3079.56,0,1
R406903,L201238,7,2026-05-01,,1,70
R406904,L201238,8,2026-06-01,3044.19,0,0
R406905,L201238,9,2026-07-01,3079.61,0,5
R406906,L201239,1,2025-12-27,232.97,0,1
R406907,L201239,2,2026-01-27,203.66,0,3
R406908,L201239,3,2026-02-27,212.66,0,3
R406909,L201239,4,2026-03-27,225.51,0,1
R406910,L201239,5,2026-04-27,,1,67
R406911,L201239,6,2026-05-27,,1,32
R406912,L201239,7,2026-06-27,,1,93
R406913,L201240,1,2025-08-25,2640.23,0,5
R406914,L201240,2,2025-09-25,2435.36,0,4
R406915,L201240,3,2025-10-25,2564.8,0,3
R406916,L201240,4,2025-11-25,2450.55,0,4
R406917,L201240,5,2025-12-25,2379.3,0,3
R406918,L201240,6,2026-01-25,2347.41,0,6
R406919,L201240,7,2026-02-25,2628.14,0,3
R406920,L201240,8,2026-03-25,2566.82,0,6
R406921,L201240,9,2026-04-25,2597.39,0,6
R406922,L201240,10,2026-05-25,2588.82,0,1
R406923,L201240,11,2026-06-25,2331.31,0,4
R406924,L201241,1,2026-02-28,3392.44,0,3
R406925,L201241,2,2026-03-29,3374.08,0,2
R406926,L201241,3,2026-04-29,3419.65,0,0
R406927,L201241,4,2026-05-29,3258.17,0,2
R406928,L201241,5,2026-06-29,3118.52,0,6
R406929,L201242,1,2025-10-16,1511.6,0,6
R406930,L201242,2,2025-11-16,1591.04,0,4
R406931,L201242,3,2025-12-16,1601.93,0,2
R406932,L201242,4,2026-01-16,,1,41
R406933,L201242,5,2026-02-16,1531.84,0,1
R406934,L201242,6,2026-03-16,1433.52,0,6
R406935,L201242,7,2026-04-16,1441.11,0,6
R406936,L201242,8,2026-05-16,1492.25,0,5
R406937,L201242,9,2026-06-16,1536.24,0,5
R406938,L201243,1,2026-05-07,,1,74
R406939,L201243,2,2026-06-07,43670.43,0,3
R406940,L201244,1,2025-12-08,724.66,0,5
R406941,L201244,2,2026-01-08,678.6,0,0
R406942,L201244,3,2026-02-08,,1,62
R406943,L201244,4,2026-03-08,706.63,0,3
R406944,L201244,5,2026-04-08,631.07,0,5
R406945,L201244,6,2026-05-08,657.21,0,2
R406946,L201244,7,2026-06-08,720.27,0,0
R406947,L201245,1,2025-11-18,80547.78,0,3
R406948,L201245,2,2025-12-18,,1,74
R406949,L201245,3,2026-01-18,82446.37,0,1
R406950,L201245,4,2026-02-18,88446.19,0,6
R406951,L201245,5,2026-03-18,81646.8,0,0
R406952,L201245,6,2026-04-18,76558.49,0,3
R406953,L201245,7,2026-05-18,88396.32,0,6
R406954,L201245,8,2026-06-18,83039.52,0,4
R406955,L201246,1,2026-03-14,,1,94
R406956,L201246,2,2026-04-14,47565.91,0,0
R406957,L201246,3,2026-05-14,49435.82,0,2
R406958,L201246,4,2026-06-14,49583.5,0,0
R406959,L201247,1,2026-07-09,7975.46,0,5
R406960,L201248,1,2026-02-19,2372.96,0,6
R406961,L201248,2,2026-03-19,,1,88
R406962,L201248,3,2026-04-19,2260.56,0,5
R406963,L201248,4,2026-05-19,2061.78,0,5
R406964,L201248,5,2026-06-19,2161.04,0,3
R406965,L201249,1,2026-04-25,897.78,0,5
R406966,L201249,2,2026-05-25,1006.69,0,3
R406967,L201249,3,2026-06-25,920.14,0,4
R406968,L201250,1,2026-06-20,4561.48,0,2
R406969,L201251,1,2026-01-06,14640.09,0,0
R406970,L201251,2,2026-02-06,13537.22,0,2
R406971,L201251,3,2026-03-06,12809.21,0,1
R406972,L201251,4,2026-04-06,14580.25,0,3
R406973,L201251,5,2026-05-06,13881.72,0,3
R406974,L201251,6,2026-06-06,,1,74
R406975,L201252,1,2026-05-03,1243.33,0,3
R406976,L201252,2,2026-06-03,1200.93,0,0
R406977,L201253,1,2026-03-03,868.48,0,0
R406978,L201253,2,2026-04-03,850.75,0,0
R406979,L201253,3,2026-05-03,,1,71
R406980,L201253,4,2026-06-03,952.27,0,6
R406981,L201254,1,2026-03-20,3067.18,0,3
R406982,L201254,2,2026-04-20,2896.72,0,2
R406983,L201254,3,2026-05-20,2973.7,0,1
R406984,L201254,4,2026-06-20,2907.79,0,3
R406985,L201255,1,2026-04-24,5872.33,0,1
R406986,L201255,2,2026-05-24,5785.2,0,1
R406987,L201255,3,2026-06-24,,1,96
R406988,L201256,1,2026-04-14,1286.44,0,5
R406989,L201256,2,2026-05-14,1243.76,0,2
R406990,L201256,3,2026-06-14,1194.83,0,0
R406991,L201257,1,2026-04-14,,1,32
R406992,L201257,2,2026-05-14,17393.52,0,2
R406993,L201257,3,2026-06-14,16647.43,0,0
R406994,L201258,1,2025-10-26,,1,39
R406995,L201258,2,2025-11-26,6017.35,0,3
R406996,L201258,3,2025-12-26,5439.67,0,5
R406997,L201258,4,2026-01-26,5820.89,0,1
R406998,L201258,5,2026-02-26,,1,91
R406999,L201258,6,2026-03-26,5753.42,0,4
R407000,L201258,7,2026-04-26,5765.78,0,5
R407001,L201258,8,2026-05-26,6000.48,0,5
R407002,L201258,9,2026-06-26,5576.07,0,6
R407003,L201259,1,2025-09-18,1213.62,0,2
R407004,L201259,2,2025-10-18,1176.71,0,3
R407005,L201259,3,2025-11-18,1196.72,0,3
R407006,L201259,4,2025-12-18,1090.94,0,3
R407007,L201259,5,2026-01-18,1154.78,0,6
R407008,L201259,6,2026-02-18,,1,37
R407009,L201259,7,2026-03-18,1151.58,0,2
R407010,L201259,8,2026-04-18,1221.62,0,5
R407011,L201259,9,2026-05-18,1213.77,0,0
R407012,L201259,10,2026-06-18,1237.47,0,6
R407013,L201260,1,2026-01-27,8346.22,0,2
R407014,L201260,2,2026-02-27,7820.3,0,3
R407015,L201260,3,2026-03-27,8228.31,0,3
R407016,L201260,4,2026-04-27,8412.69,0,1
R407017,L201260,5,2026-05-27,8207.33,0,4
R407018,L201260,6,2026-06-27,7769.24,0,2
R407019,L201261,1,2026-01-11,20835.6,0,2
R407020,L201261,2,2026-02-11,20356.77,0,1
R407021,L201261,3,2026-03-11,21365.59,0,3
R407022,L201261,4,2026-04-11,22923.86,0,3
R407023,L201261,5,2026-05-11,22135.18,0,6
R407024,L201261,6,2026-06-11,20114.14,0,1
R407025,L201262,1,2026-05-10,,1,54
R407026,L201262,2,2026-06-10,3383.64,0,3
R407027,L201263,1,2025-12-23,,1,96
R407028,L201263,2,2026-01-23,306.23,0,0
R407029,L201263,3,2026-02-23,273.7,0,4
R407030,L201263,4,2026-03-23,273.29,0,4
R407031,L201263,5,2026-04-23,305.38,0,6
R407032,L201263,6,2026-05-23,,1,48
R407033,L201263,7,2026-06-23,,1,69
R407034,L201264,1,2025-12-06,19053.89,0,4
R407035,L201264,2,2026-01-06,,1,76
R407036,L201264,3,2026-02-06,19017.82,0,0
R407037,L201264,4,2026-03-06,19084.05,0,1
R407038,L201264,5,2026-04-06,19091.37,0,1
R407039,L201264,6,2026-05-06,16520.08,0,6
R407040,L201264,7,2026-06-06,17429.78,0,5
R407041,L201265,1,2026-05-15,3701.31,0,5
R407042,L201265,2,2026-06-15,3983.15,0,4
R407043,L201266,1,2026-03-25,1335.42,0,6
R407044,L201266,2,2026-04-25,1284.19,0,2
R407045,L201266,3,2026-05-25,1356.29,0,6
R407046,L201266,4,2026-06-25,,1,39
R407047,L201267,1,2025-12-08,1398.85,0,2
R407048,L201267,2,2026-01-08,1574.42,0,2
R407049,L201267,3,2026-02-08,1520.88,0,3
R407050,L201267,4,2026-03-08,1531.67,0,4
R407051,L201267,5,2026-04-08,1576.55,0,6
R407052,L201267,6,2026-05-08,1394.66,0,0
R407053,L201267,7,2026-06-08,1368.64,0,0
R407054,L201268,1,2026-02-24,3455.22,0,0
R407055,L201268,2,2026-03-24,3481.13,0,6
R407056,L201268,3,2026-04-24,3493.1,0,0
R407057,L201268,4,2026-05-24,3845.66,0,6
R407058,L201268,5,2026-06-24,3478.22,0,0
R407059,L201269,1,2025-09-27,5840.09,0,3
R407060,L201269,2,2025-10-27,5758.57,0,5
R407061,L201269,3,2025-11-27,5899.09,0,5
R407062,L201269,4,2025-12-27,5734.8,0,4
R407063,L201269,5,2026-01-27,5610.16,0,2
R407064,L201269,6,2026-02-27,5570.72,0,5
R407065,L201269,7,2026-03-27,5170.49,0,4
R407066,L201269,8,2026-04-27,5143.39,0,1
R407067,L201269,9,2026-05-27,5799.31,0,6
R407068,L201269,10,2026-06-27,5588.74,0,5
R407069,L201270,1,2026-04-22,2404.13,0,2
R407070,L201270,2,2026-05-22,2413.55,0,6
R407071,L201270,3,2026-06-22,2238.28,0,6
R407072,L201271,1,2026-05-08,13981.58,0,0
R407073,L201271,2,2026-06-08,14205.37,0,1
R407074,L201272,1,2026-02-02,8161.11,0,6
R407075,L201272,2,2026-03-02,7330.47,0,2
R407076,L201272,3,2026-04-02,,1,53
R407077,L201272,4,2026-05-02,7098.16,0,3
R407078,L201272,5,2026-06-02,7791.08,0,2
R407079,L201273,1,2025-10-06,4405.59,0,1
R407080,L201273,2,2025-11-06,3929.5,0,3
R407081,L201273,3,2025-12-06,4257.62,0,4
R407082,L201273,4,2026-01-06,4054.42,0,4
R407083,L201273,5,2026-02-06,3964.52,0,1
R407084,L201273,6,2026-03-06,4318.7,0,3
R407085,L201273,7,2026-04-06,4369.72,0,3
R407086,L201273,8,2026-05-06,3816.18,0,0
R407087,L201273,9,2026-06-06,4132.82,0,2
R407088,L201274,1,2025-08-16,15796.59,0,6
R407089,L201274,2,2025-09-16,15831.67,0,5
R407090,L201274,3,2025-10-16,,1,62
R407091,L201274,4,2025-11-16,16817.75,0,3
R407092,L201274,5,2025-12-16,,1,73
R407093,L201274,6,2026-01-16,,1,81
R407094,L201274,7,2026-02-16,,1,83
R407095,L201274,8,2026-03-16,,1,67
R407096,L201274,9,2026-04-16,,1,95
R407097,L201274,10,2026-05-16,,1,30
R407098,L201274,11,2026-06-16,15580.79,0,6
R407099,L201275,1,2025-11-08,8446.11,0,0
R407100,L201275,2,2025-12-08,7795.69,0,0
R407101,L201275,3,2026-01-08,7788.19,0,3
R407102,L201275,4,2026-02-08,7739.64,0,5
R407103,L201275,5,2026-03-08,8576.42,0,2
R407104,L201275,6,2026-04-08,8805.5,0,1
R407105,L201275,7,2026-05-08,,1,34
R407106,L201275,8,2026-06-08,8587.77,0,4
R407107,L201276,1,2026-07-07,4629.52,0,4
R407108,L201277,1,2025-12-03,5484.12,0,0
R407109,L201277,2,2026-01-03,4881.1,0,6
R407110,L201277,3,2026-02-03,5030.26,0,6
R407111,L201277,4,2026-03-03,5341.43,0,1
R407112,L201277,5,2026-04-03,5099.43,0,3
R407113,L201277,6,2026-05-03,4901.25,0,5
R407114,L201277,7,2026-06-03,5487.07,0,6
R407115,L201278,1,2026-07-09,867.88,0,0
R407116,L201279,1,2026-06-01,3668.19,0,1
R407117,L201279,2,2026-07-01,3720.57,0,1
R407118,L201280,1,2026-05-15,2778.49,0,6
R407119,L201280,2,2026-06-15,2855.37,0,4
R407120,L201281,1,2026-02-18,6822.98,0,1
R407121,L201281,2,2026-03-18,7347.41,0,1
R407122,L201281,3,2026-04-18,7390.72,0,4
R407123,L201281,4,2026-05-18,6800.6,0,0
R407124,L201281,5,2026-06-18,7431.78,0,5
R407125,L201282,1,2026-07-10,3102.95,0,5
R407126,L201283,1,2025-11-17,1423.73,0,1
R407127,L201283,2,2025-12-17,1303.1,0,3
R407128,L201283,3,2026-01-17,1402.76,0,5
R407129,L201283,4,2026-02-17,1313.72,0,3
R407130,L201283,5,2026-03-17,1458.08,0,2
R407131,L201283,6,2026-04-17,1398.19,0,0
R407132,L201283,7,2026-05-17,1299.39,0,5
R407133,L201283,8,2026-06-17,1286.88,0,2
R407134,L201284,1,2025-08-04,6129.31,0,3
R407135,L201284,2,2025-09-04,5515.89,0,5
R407136,L201284,3,2025-10-04,5830.37,0,0
R407137,L201284,4,2025-11-04,5857.17,0,3
R407138,L201284,5,2025-12-04,6066.96,0,4
R407139,L201284,6,2026-01-04,5867.72,0,6
R407140,L201284,7,2026-02-04,5785.16,0,4
R407141,L201284,8,2026-03-04,5384.95,0,5
R407142,L201284,9,2026-04-04,5735.17,0,1
R407143,L201284,10,2026-05-04,5858.22,0,4
R407144,L201284,11,2026-06-04,6067.84,0,3
R407145,L201284,12,2026-07-04,5849.89,0,4
R407146,L201285,1,2026-06-02,362.78,0,6
R407147,L201286,1,2026-04-15,1310.76,0,6
R407148,L201286,2,2026-05-15,1327.28,0,2
R407149,L201286,3,2026-06-15,1345.66,0,2
R407150,L201287,1,2026-05-28,2132.45,0,5
R407151,L201287,2,2026-06-28,2176.74,0,3
R407152,L201288,1,2025-09-11,3127.84,0,5
R407153,L201288,2,2025-10-11,2926.25,0,0
R407154,L201288,3,2025-11-11,2748.23,0,6
R407155,L201288,4,2025-12-11,2812.95,0,4
R407156,L201288,5,2026-01-11,2949.61,0,4
R407157,L201288,6,2026-02-11,2730.96,0,6
R407158,L201288,7,2026-03-11,2785.74,0,5
R407159,L201288,8,2026-04-11,2727.12,0,5
R407160,L201288,9,2026-05-11,2998.07,0,2
R407161,L201288,10,2026-06-11,3028.69,0,6
R407162,L201289,1,2025-10-07,2269.2,0,6
R407163,L201289,2,2025-11-07,2262.2,0,1
R407164,L201289,3,2025-12-07,2384.65,0,6
R407165,L201289,4,2026-01-07,2350.71,0,1
R407166,L201289,5,2026-02-07,2281.01,0,2
R407167,L201289,6,2026-03-07,2362.06,0,1
R407168,L201289,7,2026-04-07,,1,69
R407169,L201289,8,2026-05-07,2447.48,0,1
R407170,L201289,9,2026-06-07,2443.39,0,0
R407171,L201290,1,2026-06-21,1537.25,0,6
R407172,L201291,1,2025-09-30,5182.96,0,3
R407173,L201291,2,2025-10-30,5971.54,0,0
R407174,L201291,3,2025-11-30,5964.11,0,2
R407175,L201291,4,2025-12-30,5733.98,0,0
R407176,L201291,5,2026-01-30,5379.69,0,6
R407177,L201291,6,2026-02-28,5873.23,0,6
R407178,L201291,7,2026-03-30,5470.78,0,1
R407179,L201291,8,2026-04-30,5949.68,0,5
R407180,L201291,9,2026-05-30,5670.22,0,3
R407181,L201291,10,2026-06-30,5270.89,0,4
R407182,L201292,1,2025-09-02,7472.93,0,2
R407183,L201292,2,2025-10-02,6955.5,0,2
R407184,L201292,3,2025-11-02,7868.07,0,2
R407185,L201292,4,2025-12-02,7064.4,0,0
R407186,L201292,5,2026-01-02,7801.89,0,6
R407187,L201292,6,2026-02-02,7443.89,0,4
R407188,L201292,7,2026-03-02,7219.0,0,6
R407189,L201292,8,2026-04-02,7691.3,0,4
R407190,L201292,9,2026-05-02,7766.97,0,1
R407191,L201292,10,2026-06-02,7193.65,0,1
R407192,L201292,11,2026-07-02,,1,97
R407193,L201293,1,2025-10-07,4258.7,0,0
R407194,L201293,2,2025-11-07,3794.57,0,6
R407195,L201293,3,2025-12-07,3728.13,0,5
R407196,L201293,4,2026-01-07,,1,95
R407197,L201293,5,2026-02-07,4276.42,0,0
