transaction_id,transaction_date,customer_id,loan_id,age,gender,city,state,employment_type,monthly_income,customer_segment,credit_score,bureau_accounts,active_accounts,overdue_accounts,total_bureau_loan_amount,credit_utilization,loan_type,loan_amount,tenure_months,interest_rate,loan_status,disbursement_date,emi_amount,days_past_due,emi_paid,emi_missed,late_payment_count,principal_outstanding,interest_paid,penalty_amount,recovery_amount,profit_amount,transaction_type,transaction_amount,payment_channel,merchant_category,transaction_status
T300470,2026-04-03,C100779,L200542,31.0,Male,New Delhi,Delhi,Business Owner,60300.0,SME,724.0,3,3,0,237000.0,0.312,Business,285350.65,60.0,15.12,Active,2025-12-28,6806.46,8.0,6.0,0.0,0.0,258805.46,26238.9,0.0,444.46,9834.38,Debit,3770.72,IMPS,Shopping,Successful
T301001,2026-04-04,C100179,L200137,49.0,Female,Howrah,West Bengal,Contract,35400.0,Mass Affluent,684.0,6,1,1,145300.0,0.323,Home,349812.47,180.0,7.43,Closed,2026-05-31,3228.91,3.0,1.0,0.0,0.0,347713.68,2074.57,0.0,304.13,-23417.9,Credit,7129.51,UPI,Utilities,Successful
T302043,2026-04-05,C100325,L200124,36.0,Female,Madurai,Tamil Nadu,Contract,26600.0,Mass Affluent,718.0,4,2,0,356900.0,0.499,Business,259885.08,60.0,15.69,Delinquent,2026-02-16,6277.17,5.0,4.0,0.0,0.0,243564.43,16132.34,0.0,486.7,-2004.07,Debit,1849.65,NEFT,Healthcare,Successful
T301226,2026-04-05,C100508,L201149,39.0,Male,Surat,Gujarat,Contract,113700.0,Mass Affluent,704.0,6,1,1,958600.0,0.603,Personal,244438.64,12.0,15.37,Closed,2025-12-29,22105.32,1.0,6.0,0.0,0.0,158227.9,85216.0,0.0,252.46,75786.59,Debit,5402.28,IMPS,Restaurants,Successful
T300257,2026-04-05,C100642,L200933,54.0,Female,New Delhi,Delhi,Business Owner,230900.0,Mass,823.0,4,3,0,1227000.0,0.287,Personal,275587.06,18.0,11.95,Active,2026-03-03,16799.46,4.0,3.0,0.0,0.0,242828.11,32380.97,0.0,562.81,14742.53,Debit,4562.22,IMPS,Healthcare,Successful
T301774,2026-04-05,C100138,L201183,46.0,Male,Mumbai,Maharashtra,Self-employed,129700.0,Mass,630.0,7,4,0,708600.0,0.143,Personal,270609.48,12.0,16.7,Default,2025-11-25,24642.36,68.0,3.0,4.0,4.0,303082.62,91787.31,1485.23,165009.37,85277.72,Debit,1328.01,UPI,Healthcare,Successful
T301733,2026-04-05,C100074,L200673,34.0,Female,Madurai,Tamil Nadu,Salaried,28300.0,Mass,618.0,4,4,1,391200.0,0.158,Education,98189.18,36.0,13.4,Active,2025-11-17,3327.33,14.0,6.0,1.0,2.0,85212.59,12826.86,243.73,637.4,7913.16,Debit,,IMPS,Travel,Successful
T300212,2026-04-06,C100534,L201328,49.0,Male,Siliguri,West Bengal,Self-employed,65400.0,SME,714.0,5,3,0,820800.0,0.217,Education,395422.39,48.0,9.23,Active,2026-01-23,9883.34,0.0,5.0,0.0,0.0,363301.52,31750.24,0.0,537.65,1640.68,Debit,603.91,UPI,Groceries,Successful
T300366,2026-04-06,C100456,L201475,39.0,Female,New Delhi,Delhi,Salaried,93400.0,Affluent,779.0,4,2,0,928100.0,0.558,Auto,504040.97,48.0,9.46,Active,2025-12-06,12653.46,6.0,6.0,0.0,0.0,454692.46,48779.1,0.0,114.45,16016.29,Debit,594.18,Net Banking,Groceries,Successful
T300303,2026-04-06,C100265,,21.0,Female,Coimbatore,Tamil Nadu,Contract,,Mass,697.0,3,3,2,128300.0,0.427,,,,,,,,,,,,,,,,,Debit,13156.66,IMPS,Restaurants,Successful
T301653,2026-04-06,C100371,L200928,40.0,Female,Surat,Gujarat,Business Owner,82900.0,Mass,673.0,4,3,0,390500.0,0.297,Education,426273.43,36.0,9.75,Active,2025-12-23,13704.67,5.0,6.0,0.0,0.0,372825.23,52831.49,0.0,965.01,22120.88,Credit,15126.63,NEFT,Education,Successful
T300423,2026-04-06,C100594,L202187,35.0,Female,Nizamabad,Telangana,Self-employed,106300.0,Mass,667.0,4,4,0,1025600.0,0.459,Auto,391896.7,60.0,11.99,Active,2026-06-11,8715.55,7.0,1.0,0.0,0.0,386231.6,5599.74,0.0,583.86,-25956.25,Debit,1602.17,Net Banking,Healthcare,Successful
T301788,2026-04-06,C100145,L202072,49.0,Male,New Delhi,Delhi,Salaried,50000.0,Mass Affluent,727.0,4,2,0,567700.0,0.152,Business,297751.42,60.0,16.19,Active,2026-02-25,7270.83,4.0,4.0,0.0,0.0,278847.26,18686.03,0.0,669.87,-7286.22,Debit,18667.13,Card,Education,Successful
T301626,2026-04-06,C100422,L202010,44.0,Male,Mangaluru,Karnataka,Salaried,92500.0,Mass,680.0,3,2,0,291100.0,0.256,Home,1276825.85,240.0,9.14,Active,2026-06-09,11603.15,6.0,1.0,0.0,1.0,1269283.8,7455.02,0.0,178.35,-97265.77,Debit,6590.19,IMPS,Shopping,Successful
T300363,2026-04-06,C100264,L200010,34.0,Male,Nagpur,Maharashtra,Salaried,55300.0,Mass Affluent,698.0,9,4,2,598700.0,0.211,Home,543248.75,240.0,7.99,Closed,2025-10-16,4540.57,1.0,8.0,0.0,2.0,519637.79,23338.53,0.0,430.62,-13606.19,Credit,7371.93,UPI,Healthcare,Reversed
T301011,2026-04-07,C100480,L201789,63.0,Female,Surat,Gujarat,Salaried,86300.0,Mass Affluent,625.0,5,2,0,668000.0,0.285,Personal,98401.55,36.0,16.97,Active,2026-05-12,3506.81,5.0,1.0,0.0,0.0,96122.12,2253.13,0.0,48.96,-8636.29,Credit,170.64,Net Banking,Restaurants,Reversed
T301509,2026-04-07,C100511,L200472,23.0,Female,Chennai,Tamil Nadu,Salaried,65400.0,Mass,731.0,4,4,0,851500.0,0.333,Education,229047.45,60.0,11.04,Closed,2026-03-14,4984.62,3.0,3.0,0.0,0.0,219327.45,9607.85,0.0,339.64,-10248.72,Debit,1105.34,Net Banking,Shopping,Successful
T301321,2026-04-07,C100587,L201013,21.0,Male,Bengaluru,Karnataka,Salaried,52200.0,Mass Affluent,661.0,5,5,0,701700.0,0.246,Personal,61172.01,12.0,16.06,Closed,2025-08-25,5551.93,30.0,9.0,1.0,1.0,28693.24,32104.01,258.15,338.41,28544.88,Credit,2071.35,UPI,,Successful
T301218,2026-04-08,C100169,L201093,44.0,Female,Coimbatore,Tamil Nadu,Salaried,108300.0,Mass Affluent,678.0,6,4,1,438800.0,0.18,Consumer Durable,203830.05,18.0,18.74,Active,2025-09-03,13077.55,8.0,10.0,0.0,0.0,118825.97,84023.26,0.0,954.25,73031.26,Debit,3668.5,IMPS,Shopping,Successful
T300925,2026-04-08,C100550,L202129,46.0,Male,Siliguri,West Bengal,Salaried,37400.0,Mass,671.0,4,2,0,179800.0,0.419,Personal,60377.61,18.0,16.3,Closed,2025-08-01,3803.69,1.0,11.0,0.0,1.0,33181.24,26882.56,0.0,166.53,20295.89,Debit,10114.81,Net Banking,Healthcare,Successful
T300916,2026-04-08,C100718,L201940,42.0,Male,Vadodara,Gujarat,Salaried,137500.0,SME,764.0,7,4,0,877200.0,0.498,Personal,377147.49,24.0,14.77,Active,2025-09-12,18245.43,6.0,9.0,0.0,0.0,270411.72,105504.21,0.0,502.3,82620.5,Debit,4629.29,IMPS,Restaurants,Successful
T300458,2026-04-09,C100104,L200362,30.0,Male,Bengaluru,Karnataka,Retired,64900.0,Mass Affluent,681.0,5,2,0,873100.0,0.63,Home,971331.18,240.0,7.98,Closed,2026-01-21,8112.52,2.0,5.0,0.0,0.0,944965.5,26061.46,0.0,224.14,-48961.76,Credit,1197.38,UPI,Education,Successful
T301994,2026-04-09,C100535,L201780,38.0,Female,Chennai,Tamil Nadu,Salaried,40500.0,SME,703.0,3,3,0,311600.0,0.099,Business,383598.89,36.0,16.73,Delinquent,2026-01-04,13624.86,31.0,4.0,1.0,1.0,348174.26,35015.88,707.75,139.01,7989.12,Debit,852.53,Net Banking,Healthcare,Successful
T301047,2026-04-09,C100321,L200138,45.0,Male,Surat,Gujarat,Contract,23900.0,Mass Affluent,627.0,5,2,0,288300.0,0.532,Education,73137.56,36.0,13.27,Written Off,2026-04-25,2473.82,1.0,2.0,0.0,0.0,81914.07,9774.71,0.0,20057.37,-31624.57,Debit,1230.42,Net Banking,Shopping,Successful
T300922,2026-04-09,C100155,L201881,50.0,Male,Kolkata,West Bengal,Salaried,260900.0,SME,733.0,4,4,0,3645000.0,0.385,Consumer Durable,209313.09,6.0,17.72,Active,2025-08-25,36710.54,23.0,9.0,1.0,2.0,0.0,215272.63,174.04,0.0,216885.81,Credit,303.29,IMPS,Groceries,Reversed
T301539,2026-04-09,C100473,,45.0,Female,Warangal,Telangana,Salaried,43700.0,Mass,625.0,4,2,1,194700.0,0.435,,,,,,,,,,,,,,,,,Credit,317.89,IMPS,Healthcare,Successful
T300537,2026-04-09,C100703,L202021,29.0,Male,Dwarka,Delhi,Salaried,35300.0,Mass,724.0,5,5,1,147700.0,0.087,Home,475967.85,180.0,7.0,Closed,2025-07-31,4278.13,0.0,11.0,0.0,0.0,445379.19,30235.71,0.0,878.69,-6987.23,Debit,8739.93,NEFT,Healthcare,Successful
T300108,2026-04-09,C100202,L200113,37.0,Female,Siliguri,West Bengal,Retired,50700.0,Mass Affluent,779.0,6,1,0,646000.0,0.336,Personal,60919.06,36.0,12.84,Active,2026-03-04,2047.91,16.0,2.0,1.0,2.0,58256.77,2631.57,327.98,946.61,2391.26,Debit,2020.28,Card,Education,Successful
T300885,2026-04-09,C100792,L201363,68.0,Male,Vadodara,Gujarat,Salaried,56700.0,Mass,688.0,1,1,1,781900.0,0.162,Business,253042.42,48.0,16.52,Closed,2025-11-08,7238.86,8.0,7.0,0.0,0.0,220105.6,32556.78,0.0,215.7,13945.95,Debit,3729.57,IMPS,Groceries,Successful
T301534,2026-04-10,C100007,L201449,40.0,Female,Kolkata,West Bengal,Business Owner,382700.0,Mass Affluent,,7,2,0,4535600.0,0.313,Personal,568439.18,12.0,13.05,Active,2025-10-01,50784.77,13.0,8.0,1.0,1.0,304358.35,261033.74,455.97,533.9,234584.92,Debit,2041.82,UPI,Groceries,Successful
T300266,2026-04-10,C100206,L200661,34.0,Female,Madurai,Tamil Nadu,Salaried,19300.0,Mass,667.0,8,2,0,146800.0,0.498,Consumer Durable,37857.43,18.0,18.57,Closed,2025-12-31,2425.82,1.0,6.0,0.0,1.0,28396.72,9351.54,0.0,827.94,7787.73,Credit,2761.6,IMPS,Healthcare,Successful
T302026,2026-04-10,C100258,L201032,36.0,Female,Mumbai,Maharashtra,Salaried,137900.0,Mass,771.0,6,6,1,1075200.0,0.617,Business,1036772.24,36.0,14.74,Closed,2026-06-25,35808.19,8.0,1.0,0.0,0.0,1013496.92,23006.76,0.0,803.43,-61963.16,Debit,1590.88,Card,Travel,Successful
T302015,2026-04-10,C100644,L201131,62.0,Female,Chennai,Tamil Nadu,Salaried,90000.0,Mass,689.0,7,4,0,401600.0,0.544,Personal,207658.02,24.0,14.06,Active,2026-03-31,9976.15,2.0,3.0,0.0,0.0,188204.53,19229.02,0.0,238.37,7769.94,Credit,780.43,UPI,Shopping,Successful
T301775,2026-04-10,C100758,,39.0,Female,Ahmedabad,Gujarat,Contract,30000.0,Mass Affluent,679.0,4,3,1,90500.0,0.521,,,,,,,,,,,,,,,,,Debit,2584.9,IMPS,Shopping,Successful
T301945,2026-04-11,C100614,L200902,31.0,Male,Dwarka,Delhi,Retired,54800.0,SME,694.0,7,2,0,460900.0,0.128,Auto,188491.42,72.0,11.02,Closed,2025-11-09,3589.69,4.0,7.0,0.0,0.0,172158.32,16144.64,0.0,793.18,2747.95,Debit,2463.61,Card,Healthcare,Successful
T300929,2026-04-11,C100103,L201526,43.0,Male,Hyderabad,Telangana,Salaried,34500.0,Mass,718.0,5,3,1,120000.0,0.2,Consumer Durable,37931.4,6.0,17.98,Active,2026-06-28,6657.54,6.0,1.0,0.0,0.0,33604.0,4277.47,0.0,728.04,2014.13,Credit,12300.34,UPI,Shopping,Successful
T302167,2026-04-11,C100003,L200246,38.0,Male,Ahmedabad,Gujarat,Contract,57900.0,Affluent,701.0,3,1,0,263400.0,0.139,Education,179646.0,24.0,9.91,Closed,2025-11-29,8282.29,4.0,7.0,0.0,1.0,141961.58,37249.6,0.0,963.45,23660.36,Debit,699.42,UPI,Restaurants,Successful
T301022,2026-04-11,C100379,L202019,56.0,Female,Kolkata,West Bengal,Salaried,32500.0,Mass,721.0,3,2,0,136200.0,0.234,Personal,64087.78,36.0,14.32,Active,2026-04-25,2200.34,5.0,2.0,0.0,1.0,61227.34,2827.44,0.0,834.21,1887.31,Debit,3708.11,NEFT,Healthcare,Successful
T300018,2026-04-11,C100075,L202106,39.0,Male,Bengaluru,Karnataka,Salaried,72900.0,Mass Affluent,662.0,4,3,1,296500.0,0.146,Auto,271524.05,60.0,10.04,Active,2025-12-14,5774.43,6.0,6.0,0.0,0.0,249003.78,22260.42,0.0,354.41,-4752.5,Debit,580.42,UPI,Travel,Successful
T302132,2026-04-11,C100425,,34.0,Female,Ahmedabad,Gujarat,Self-employed,60800.0,Mass,752.0,2,2,0,202700.0,0.575,,,,,,,,,,,,,,,,,Debit,3081.51,Net Banking,Restaurants,Successful
T301142,2026-04-12,C100381,L201150,26.0,Female,Siliguri,West Bengal,Self-employed,161500.0,Affluent,830.0,5,2,0,1372200.0,0.29,Home,1484543.09,300.0,7.0,Delinquent,2025-08-06,10492.44,44.0,7.0,3.0,4.0,1436802.48,47189.76,652.34,546.81,-68101.69,Debit,2521.48,NEFT,Groceries,Successful
T300101,2026-04-12,C100440,L202130,34.0,Male,Hyderabad,Telangana,Self-employed,62500.0,Mass,790.0,8,5,0,415300.0,0.261,Personal,118875.03,24.0,14.14,Active,2026-05-31,5715.4,6.0,1.0,0.0,0.0,115160.02,3672.14,0.0,133.34,-7043.92,Debit,721.88,NEFT,Utilities,Successful
T300034,2026-04-12,C100480,L201789,63.0,Female,Surat,Gujarat,Salaried,86300.0,Mass Affluent,625.0,5,2,0,668000.0,0.285,Personal,98401.55,36.0,16.97,Active,2026-05-12,3506.81,5.0,1.0,0.0,0.0,96122.12,2253.13,0.0,48.96,-8636.29,Debit,4116.88,Net Banking,Education,Successful
T301965,2026-04-12,C100747,L200407,51.0,Female,Nagpur,Maharashtra,Salaried,35100.0,Mass,731.0,5,2,0,450300.0,0.327,Home,456815.9,180.0,7.86,Active,2025-09-24,4328.73,20.0,8.0,1.0,1.0,434306.5,22249.67,221.89,183.06,-15151.67,Debit,2224.26,UPI,Travel,Successful
T301354,2026-04-12,C100377,L200739,29.0,Male,Hyderabad,Telangana,Contract,57100.0,Mass Affluent,762.0,4,3,0,725000.0,0.458,Auto,308145.34,36.0,9.12,Active,2026-01-15,9816.16,3.0,5.0,0.0,0.0,276242.83,31534.41,0.0,795.4,10038.19,Debit,391.9,IMPS,Shopping,Successful
T300225,2026-04-12,C100419,L201207,46.0,Male,Rohini,Delhi,Salaried,81100.0,Mass Affluent,700.0,10,3,0,279000.0,0.03,Education,392111.26,60.0,11.4,Closed,2026-04-30,8603.88,1.0,2.0,0.0,0.0,380926.22,11055.98,0.0,143.43,-19800.77,Debit,914.86,IMPS,Utilities,Successful
T301824,2026-04-12,C100762,L202085,50.0,Male,Siliguri,West Bengal,Salaried,193300.0,Mass Affluent,705.0,6,3,0,2319000.0,0.608,Auto,1038508.91,60.0,9.98,Active,2025-07-07,22055.03,6.0,11.0,0.0,0.0,880815.47,155873.9,0.0,801.78,87970.82,Debit,1611.43,NEFT,Utilities,Successful
T300798,2026-04-13,C100273,L200786,53.0,Male,Vadodara,Gujarat,Salaried,104900.0,Mass Affluent,850.0,4,2,1,1358300.0,0.19,Consumer Durable,128666.1,12.0,15.03,Closed,2026-04-29,11615.01,3.0,2.0,0.0,0.0,113566.59,14925.28,0.0,984.84,4270.04,Debit,1004.84,UPI,Utilities,Successful
T300281,2026-04-13,C100392,L200055,44.0,Male,Madurai,Tamil Nadu,Salaried,76200.0,Mass,765.0,8,3,0,865500.0,0.546,Personal,119590.76,18.0,14.64,Active,2026-05-23,7440.4,4.0,1.0,0.0,0.0,114754.5,4780.46,0.0,71.6,-5958.56,Debit,1973.58,UPI,Restaurants,Successful
T301319,2026-04-13,C100613,L200423,41.0,Male,Nizamabad,Telangana,Retired,48100.0,Affluent,718.0,5,3,0,220400.0,0.389,Personal,62440.94,24.0,14.05,Delinquent,2025-07-31,2999.44,7.0,11.0,0.0,0.0,40994.91,21198.58,0.0,916.24,15847.92,Credit,1061.84,Card,Education,Successful
T301036,2026-04-13,C100756,L200525,38.0,Male,Howrah,West Bengal,Salaried,195400.0,Affluent,769.0,4,4,1,1161400.0,0.12,Consumer Durable,237629.28,9.0,16.84,Closed,2025-12-27,28290.3,8.0,6.0,0.0,1.0,127297.12,109059.09,0.0,896.82,99811.91,Debit,1842.64,IMPS,Healthcare,Successful
T300271,2026-04-13,C100361,L201902,37.0,Male,Mumbai,Maharashtra,Contract,60400.0,Mass,722.0,2,2,0,288900.0,0.089,Personal,62378.79,24.0,13.51,Active,2026-02-11,2980.57,4.0,4.0,0.0,0.0,54629.32,7660.06,0.0,783.63,2577.42,Credit,786.95,Net Banking,Groceries,Successful
T301843,2026-04-14,C100237,L202035,39.0,Female,Madurai,Tamil Nadu,Salaried,64300.0,Mass,727.0,3,3,0,605000.0,0.577,Auto,442013.13,36.0,10.27,Closed,2026-01-08,14318.62,4.0,5.0,0.0,0.0,395477.62,45998.56,0.0,688.88,16791.7,Credit,1393.78,Net Banking,Education,Successful
T301745,2026-04-14,C100218,L201400,42.0,Male,Howrah,West Bengal,Salaried,57200.0,Affluent,650.0,4,1,0,203400.0,0.414,Business,446267.79,24.0,16.99,Closed,2025-12-02,22062.35,6.0,7.0,0.0,1.0,345884.12,99225.4,0.0,299.63,74865.67,Debit,2757.47,IMPS,Healthcare,Successful
T302173,2026-04-14,C100718,L201940,42.0,Male,Vadodara,Gujarat,Salaried,137500.0,SME,764.0,7,4,0,877200.0,0.498,Personal,377147.49,24.0,14.77,Active,2025-09-12,18245.43,6.0,9.0,0.0,0.0,270411.72,105504.21,0.0,502.3,82620.5,Debit,1677.84,UPI,Shopping,Successful
T302147,2026-04-14,C100007,L201449,40.0,Female,Kolkata,West Bengal,Business Owner,382700.0,Mass Affluent,745.0,7,2,0,4535600.0,0.313,Personal,568439.18,12.0,13.05,Active,2025-10-01,50784.77,13.0,8.0,1.0,1.0,304358.35,261033.74,455.97,533.9,234584.92,Credit,1893.21,UPI,Restaurants,Successful
T301813,2026-04-14,C100518,L200354,53.0,Male,Bengaluru,Karnataka,Business Owner,70100.0,Mass,686.0,5,2,0,893700.0,0.126,Auto,476330.81,72.0,11.5,Delinquent,2025-12-02,9188.97,74.0,4.0,3.0,3.0,452439.48,23615.66,1087.57,844.6,-13365.76,Credit,3341.94,Net Banking,Travel,Successful
T301818,2026-04-14,C100102,L201153,34.0,Male,Mangaluru,Karnataka,Business Owner,112700.0,Mass,714.0,2,2,1,1527200.0,0.462,Auto,450306.16,48.0,10.11,Active,2025-08-06,11444.73,,10.0,0.0,0.0,375915.41,73532.39,0.0,52.38,49641.38,Debit,5066.12,UPI,Restaurants,Successful
T301625,2026-04-14,C100146,L201101,60.0,Male,Ahmedabad,Gujarat,Salaried,85900.0,Mass,612.0,4,4,0,748900.0,0.446,Personal,99432.28,18.0,18.24,Delinquent,2025-08-06,6355.74,60.0,6.0,4.0,5.0,74644.91,24501.36,1894.84,846.77,21684.23,Debit,498.31,UPI,Utilities,Successful
T300994,2026-04-14,C100412,L200851,22.0,Male,Warangal,Telangana,Self-employed,84200.0,Affluent,734.0,1,1,1,904700.0,0.388,Personal,131369.6,36.0,14.78,Delinquent,2026-01-15,4539.83,0.0,5.0,0.0,0.0,116615.15,14584.2,0.0,170.15,6550.63,Debit,524.51,UPI,Education,Successful
T301269,2026-04-15,C100639,L200349,40.0,Male,Howrah,West Bengal,Business Owner,256300.0,SME,665.0,2,2,0,2153100.0,0.21,Consumer Durable,216754.19,6.0,18.77,Active,2025-07-04,38129.01,21.0,11.0,1.0,1.0,0.0,300204.26,215.94,0.0,298807.79,Debit,35656.96,NEFT,Groceries,Successful
T301583,2026-04-15,C100185,L200906,36.0,Male,Ahmedabad,Gujarat,Business Owner,117900.0,Mass,665.0,6,2,0,405700.0,0.222,Home,1740455.96,120.0,8.13,Active,2025-07-23,21236.28,0.0,11.0,0.0,0.0,1588616.57,150087.4,0.0,116.83,26671.03,Debit,819.96,UPI,Groceries,Successful
T300417,2026-04-15,C100231,L201701,28.0,Male,Bengaluru,Karnataka,Salaried,72000.0,Mass Affluent,774.0,5,5,2,932700.0,0.407,Business,430935.2,36.0,15.28,Active,2025-08-11,14997.67,8.0,10.0,0.0,0.0,333450.37,96360.01,0.0,176.22,64707.44,Debit,23562.15,IMPS,Travel,Successful
T300078,2026-04-15,C100031,L200832,35.0,Female,Surat,Gujarat,Business Owner,73800.0,Mass Affluent,727.0,5,3,1,265300.0,0.723,Education,203716.49,48.0,10.95,Active,2025-12-03,5260.21,1.0,6.0,0.0,0.0,183201.66,20278.12,0.0,49.84,3967.21,Debit,15634.56,IMPS,Education,Successful
T300640,2026-04-15,C100563,L200718,38.0,Female,Hyderabad,Telangana,Contract,44900.0,Mass Affluent,767.0,4,2,1,212500.0,0.132,Personal,35628.17,18.0,14.71,Active,2026-01-10,2217.8,7.0,5.0,0.0,1.0,28420.33,7124.67,0.0,842.1,6132.58,Credit,8110.92,IMPS,Shopping,Failed
T300711,2026-04-16,C100349,L201126,42.0,Male,Madurai,Tamil Nadu,Self-employed,72100.0,Mass Affluent,794.0,6,2,0,307800.0,0.461,Business,628798.96,12.0,12.74,Active,2025-09-08,56085.94,5.0,9.0,0.0,0.0,300696.23,324316.93,0.0,587.54,301081.43,Debit,1900.62,UPI,Shopping,Successful
T300967,2026-04-16,C100717,L200130,41.0,Male,Nagpur,Maharashtra,Self-employed,96500.0,Mass,781.0,6,2,1,352900.0,0.22,Auto,216698.43,36.0,7.69,Delinquent,2026-06-10,6759.59,5.0,1.0,0.0,1.0,212304.69,4343.04,0.0,270.95,-16050.54,Credit,79643.45,UPI,Shopping,Successful
T301261,2026-04-16,C100340,L200494,21.0,Female,Surat,Gujarat,Contract,43100.0,Mass Affluent,728.0,6,3,0,528200.0,0.159,Consumer Durable,83520.09,18.0,16.18,Active,2025-10-29,5256.88,8.0,8.0,0.0,1.0,56184.3,27020.38,0.0,260.95,23113.15,Credit,16345.25,Net Banking,Restaurants,Successful
T300166,2026-04-16,C100381,L201150,26.0,Female,Siliguri,West Bengal,Self-employed,161500.0,Affluent,830.0,5,2,0,1372200.0,0.29,Home,1484543.09,300.0,7.0,Delinquent,2025-08-06,10492.44,44.0,7.0,3.0,4.0,1436802.48,47189.76,652.34,546.81,-68101.69,Credit,13505.52,Net Banking,Groceries,Successful
T301206,2026-04-16,C100225,L201815,37.0,Male,Nizamabad,Telangana,Salaried,64800.0,Mass Affluent,651.0,4,4,0,444900.0,0.283,Education,186307.48,48.0,10.94,Active,2025-07-09,4809.79,21.0,10.0,1.0,1.0,155043.86,30902.88,583.95,692.68,20860.25,Credit,1515.4,NEFT,Education,Successful
T301830,2026-04-16,C100451,L200901,35.0,Male,Nagpur,Maharashtra,Salaried,100500.0,Mass,714.0,3,3,0,680600.0,0.312,Auto,309343.74,72.0,10.13,Active,2026-03-19,5751.15,5.0,3.0,0.0,1.0,298128.99,11085.35,0.0,270.79,-12305.66,Debit,35023.76,Card,Travel,Successful
T300510,2026-04-16,C100035,L200971,45.0,Female,Warangal,Telangana,Salaried,88700.0,Affluent,668.0,9,4,2,827700.0,0.329,Consumer Durable,110437.44,9.0,18.26,Active,2025-09-08,13223.23,4.0,9.0,0.0,0.0,33081.57,76463.3,0.0,991.69,73152.78,Debit,538.4,NEFT,Travel,Successful
T300087,2026-04-17,C100079,L200853,38.0,Male,Kolkata,West Bengal,Self-employed,105500.0,Mass Affluent,708.0,6,5,1,1421900.0,0.169,Personal,129270.08,18.0,13.33,Active,2026-03-22,7963.25,1.0,3.0,0.0,0.0,113741.74,15349.17,0.0,898.9,9268.28,Debit,5256.13,Card,Restaurants,Successful
T302089,2026-04-17,C100466,,33.0,Male,New Delhi,Delhi,Business Owner,169500.0,Affluent,689.0,5,2,0,997300.0,0.161,,,,,,,,,,,,,,,,,Debit,449.34,UPI,Shopping,Successful
T302037,2026-04-17,C100301,L201157,27.0,Female,Mumbai,Maharashtra,Business Owner,56400.0,Mass,694.0,3,3,1,725400.0,0.309,Home,245508.02,300.0,8.05,Active,2025-11-09,1903.01,0.0,7.0,0.0,0.0,236849.33,8558.79,0.0,319.32,-12752.04,Debit,9131.42,NEFT,Travel,Successful
T302061,2026-04-17,C100713,L201896,63.0,Female,Mangaluru,Karnataka,Business Owner,67500.0,Mass Affluent,728.0,4,4,1,916000.0,0.545,Consumer Durable,72594.83,12.0,18.49,Closed,2026-02-08,6672.43,6.0,4.0,0.0,0.0,55246.5,17148.16,0.0,18.39,10345.78,Debit,1809.2,IMPS,Shopping,Failed
T300678,2026-04-17,C100585,,30.0,Female,Howrah,West Bengal,Contract,49600.0,SME,705.0,3,1,0,466600.0,0.489,,,,,,,,,,,,,,,,,Debit,2801.7,Net Banking,Groceries,Successful
T302080,2026-04-18,C100720,L200568,30.0,Male,Hyderabad,Telangana,Retired,54100.0,Mass,665.0,12,3,1,290600.0,0.219,Home,593874.78,120.0,8.39,Active,2026-06-14,7328.31,1.0,1.0,0.0,1.0,589111.38,4708.44,0.0,381.42,-43555.07,Credit,3104.74,NEFT,Education,Successful
T301092,2026-04-18,C100488,L201790,40.0,Male,Kolkata,West Bengal,Salaried,118600.0,Mass,761.0,4,3,0,1445800.0,0.296,Personal,229415.85,12.0,12.99,Active,2026-03-28,20489.72,4.0,3.0,0.0,0.0,189460.89,39493.94,0.0,634.7,23776.74,Credit,4212.66,Net Banking,Groceries,Successful
T301997,2026-04-18,C100176,L201454,45.0,Male,Dwarka,Delhi,Salaried,73900.0,Mass Affluent,701.0,6,3,0,312500.0,0.05,Consumer Durable,60477.72,9.0,17.67,Delinquent,2026-04-07,7224.13,20.0,1.0,1.0,1.0,55782.04,4641.5,464.75,893.0,-786.94,Debit,1285.15,IMPS,Restaurants,Successful
T300010,2026-04-18,C100436,L202026,39.0,Female,Rohini,Delhi,Salaried,162200.0,Mass,710.0,3,3,0,1074400.0,0.574,Auto,982422.07,36.0,9.86,Closed,2026-05-07,31635.46,2.0,1.0,0.0,1.0,961859.02,20325.78,0.0,541.07,-56416.12,Debit,8662.44,UPI,Utilities,Successful
T301834,2026-04-18,C100135,L201684,37.0,Male,Nagpur,Maharashtra,Self-employed,57300.0,Affluent,758.0,1,1,1,440300.0,0.442,Personal,108315.08,18.0,14.1,Active,2026-03-24,6711.42,3.0,3.0,0.0,1.0,95227.8,12936.27,0.0,148.5,3178.59,Debit,4808.85,UPI,Groceries,Successful
T300492,2026-04-18,C100406,L200101,26.0,Male,Nagpur,Maharashtra,Contract,42800.0,Mass,666.0,7,3,0,203100.0,0.569,Personal,99758.18,18.0,15.73,Closed,2025-07-07,6257.72,2.0,11.0,0.0,0.0,55015.49,44226.43,0.0,525.5,39171.58,Credit,4153.9,NEFT,Groceries,Successful
T300672,2026-04-18,C100429,L201693,43.0,Male,Vadodara,Gujarat,Salaried,83500.0,SME,685.0,3,3,0,714700.0,0.238,Auto,383659.06,36.0,11.17,Closed,2025-10-08,12591.41,32.0,7.0,1.0,1.0,326368.12,56629.89,252.56,725.91,31940.98,Credit,2249.57,IMPS,Healthcare,Successful
