transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,payment_channel,merchant_category,transaction_status
T303379,C100631,2025-12-01,Debit,2737.11,IMPS,Education,Failed
T303380,C100727,2025-12-06,Credit,1871.55,NEFT,Groceries,Successful
T303381,C100673,2026-06-21,Credit,1390.73,Net Banking,Shopping,Successful
T303382,C100017,2025-08-26,Debit,2618.06,IMPS,Healthcare,Successful
T303383,C100169,2025-07-16,Debit,1496.27,Net Banking,Travel,Successful
T303384,C100062,2026-05-11,Debit,27040.96,Net Banking,Education,Successful
T303385,C100241,2025-12-15,Debit,4686.68,Card,Groceries,Successful
T303386,C100322,2026-02-05,Debit,822.8,UPI,Shopping,Successful
T303387,C100539,2025-11-04,Debit,903.32,IMPS,Utilities,Successful
T303388,C100539,2026-02-10,Credit,2053.53,IMPS,Shopping,Successful
T303389,C100729,2026-06-30,Debit,334.32,Net Banking,Groceries,Successful
T303390,C100283,2025-10-13,Credit,3006.89,IMPS,Healthcare,Successful
T303391,C100467,2025-09-09,Credit,908.98,Card,Utilities,Successful
T303392,C100192,2026-03-01,Debit,3789.57,Card,Shopping,Successful
T303393,C100454,2026-01-24,Debit,3738.05,UPI,Education,Successful
T303394,C100133,2025-12-29,Debit,2977.39,IMPS,Utilities,Successful
T303395,C100640,2025-08-16,Debit,11810.93,IMPS,Education,Successful
T303396,C100589,2025-12-14,Debit,573.66,NEFT,Groceries,Successful
T303397,C100248,2026-06-11,Debit,4930.96,UPI,Travel,Successful
T303398,C100745,2026-05-02,Debit,1423.61,Card,Utilities,Successful
T303399,C100727,2025-09-19,Credit,3774.88,Card,Travel,Successful
T303400,C100062,2025-11-24,Debit,591.36,IMPS,Shopping,Successful
T303401,C100743,2026-01-02,Debit,7759.43,Card,Utilities,Successful
T303402,C100040,2025-07-19,Debit,3559.75,Card,Healthcare,Successful
T303403,C100717,2025-12-12,Debit,2577.99,IMPS,Education,Successful
T303404,C100796,2025-11-04,Debit,880.41,IMPS,Groceries,Successful
T303405,C100209,2025-12-15,Debit,3526.5,UPI,Shopping,Failed
T303406,C100038,2026-01-15,Credit,1522.9,IMPS,Groceries,Successful
T303407,C100139,2026-05-03,Debit,1240.81,NEFT,Travel,Successful
T303408,C100032,2026-04-29,Credit,1832.92,Net Banking,Healthcare,Successful
T303409,C100177,2025-10-05,Debit,6806.17,Card,Education,Successful
T303410,C100319,2025-11-14,Credit,1359.82,IMPS,Travel,Successful
T303411,C100776,2025-10-15,Debit,4477.49,IMPS,Utilities,Successful
T303412,C100791,2025-08-14,Debit,1918.78,Net Banking,Shopping,Successful
T303413,C100248,2025-11-23,Debit,1381.91,Card,Education,Successful
T303414,C100761,2025-12-16,Credit,1940.95,Card,Education,Successful
T303415,C100114,2026-02-01,Debit,1860.26,UPI,Restaurants,Successful
T303416,C100404,2025-11-10,Debit,1979.17,UPI,Shopping,Successful
T303417,C100715,2025-11-26,Credit,1134.32,Card,Shopping,Successful
T303418,C100200,2025-12-04,Debit,2625.17,IMPS,Utilities,Successful
T303419,C100722,2026-05-16,Credit,4182.09,UPI,Restaurants,Successful
T303420,C100073,2026-05-16,Debit,2130.92,IMPS,Groceries,Successful
T303421,C100443,2026-05-27,Credit,543.48,Card,Healthcare,Successful
T303422,C100224,2026-06-04,Credit,3450.13,UPI,Travel,Successful
T303423,C100731,2025-11-19,Debit,10451.08,NEFT,Healthcare,Successful
T303424,C100338,2025-08-14,Debit,8646.39,IMPS,Shopping,Successful
T303425,C100212,2026-04-12,Debit,3052.96,IMPS,Utilities,Successful
T303426,C100696,2025-12-14,Debit,558.7,UPI,Healthcare,Successful
T303427,C100018,2026-01-03,Debit,4823.55,Net Banking,Education,Successful
T303428,C100726,2026-01-31,Debit,1612.26,IMPS,Shopping,Successful
T303429,C100284,2026-02-07,Debit,2994.52,Net Banking,Restaurants,Failed
T303430,C100484,2026-06-29,Credit,2480.64,Card,Utilities,Successful
T303431,C100735,2026-01-28,Credit,1152.9,Card,Shopping,Successful
T303432,C100071,2025-10-19,Debit,989.34,NEFT,Shopping,Successful
T303433,C100367,2026-06-19,Debit,1620.84,NEFT,Education,Successful
T303434,C100053,2026-04-09,Credit,448.1,Card,Utilities,Successful
T303435,C100753,2026-04-28,Credit,1184.95,Net Banking,Restaurants,Successful
T303436,C100708,2025-11-03,Debit,1398.08,Net Banking,Shopping,Successful
T303437,C100721,2025-11-12,Debit,258.88,UPI,Groceries,Successful
T303438,C100020,2026-06-18,Credit,2515.91,UPI,Restaurants,Successful
T303439,C100522,2026-06-12,Debit,5832.8,UPI,Shopping,Successful
T303440,C100730,2026-03-08,Credit,423.85,UPI,Education,Successful
T303441,C100298,2025-11-05,Debit,948.12,Card,Groceries,Successful
T303442,C100093,2026-03-31,Debit,3171.89,IMPS,Shopping,Successful
T303443,C100572,2025-09-22,Debit,1511.28,Net Banking,Groceries,Successful
T303444,C100010,2026-03-14,Credit,926.6,Card,Healthcare,Successful
T303445,C100182,2026-02-12,Credit,605.26,UPI,Travel,Successful
T303446,C100731,2026-02-17,Debit,1059.42,Net Banking,Healthcare,Successful
T303447,C100282,2025-07-04,Credit,5677.35,Card,Groceries,Successful
T303448,C100200,2025-07-07,Credit,3494.7,IMPS,Shopping,Successful
T303449,C100343,2026-01-03,Debit,4048.39,NEFT,Groceries,Successful
T303450,C100684,2025-11-24,Debit,1787.51,UPI,Shopping,Successful
T303451,C100157,2026-06-08,Debit,7213.19,UPI,Utilities,Successful
T303452,C100474,2026-04-05,Debit,5656.32,Net Banking,Travel,Successful
T303453,C100648,2026-02-03,Debit,5724.85,UPI,Travel,Successful
T303454,C100764,2025-12-14,Debit,895.95,Net Banking,Groceries,Successful
T303455,C100468,2026-04-05,Debit,6153.02,UPI,Shopping,Reversed
T303456,C100012,2025-09-11,Debit,5435.79,Card,Utilities,Successful
T303457,C100012,2026-05-26,Debit,1326.95,Net Banking,Healthcare,Successful
T303458,C100791,2026-03-05,Credit,2529.12,UPI,Travel,Successful
T303459,C100499,2026-03-22,Debit,611.46,Net Banking,Groceries,Successful
T303460,C100136,2025-11-27,Debit,1677.45,Net Banking,Travel,Successful
T303461,C100791,2025-12-05,Debit,2593.21,NEFT,Healthcare,Successful
T303462,C100389,2026-01-18,Credit,617.44,Net Banking,Healthcare,Successful
T303463,C100610,2026-02-05,Credit,1624.86,Net Banking,Restaurants,Successful
T303464,C100767,2025-11-28,Debit,5399.27,UPI,Groceries,Successful
T303465,C100372,2026-04-29,Debit,603.25,Net Banking,Healthcare,Successful
T303466,C100756,2025-09-24,Debit,3548.8,Net Banking,Education,Successful
T303467,C100055,2025-12-26,Debit,3054.52,Card,Healthcare,Successful
T303468,C100107,2025-12-17,Debit,16920.83,UPI,Healthcare,Successful
T303469,C100606,2025-10-08,Debit,4777.46,IMPS,Healthcare,Failed
T303470,C100244,2025-12-16,Debit,2626.59,UPI,Education,Successful
T303471,C100460,2026-06-26,Debit,679.33,NEFT,Education,Successful
T303472,C100211,2025-11-30,Credit,2214.24,Card,Restaurants,Successful
T303473,C100492,2025-08-16,Debit,4007.61,NEFT,Shopping,Successful
T303474,C100572,2025-07-14,Credit,7663.69,Card,Utilities,Successful
T303475,C100104,2025-11-17,Credit,5622.67,Net Banking,Education,Successful
T303476,C100215,2026-02-26,Debit,1432.39,IMPS,Groceries,Successful
T303477,C100635,2026-06-27,Credit,2308.38,NEFT,Shopping,Successful
T303478,C100546,2026-03-11,Debit,788.51,UPI,Healthcare,Failed
T303479,C100451,2025-10-02,Debit,3328.71,Card,Shopping,Failed
T303480,C100329,2026-02-15,Debit,1160.5,Card,Travel,Successful
T303481,C100193,2026-04-14,Credit,2958.75,NEFT,Groceries,Successful
T303482,C100447,2025-10-29,Debit,1630.75,IMPS,Restaurants,Successful
T303483,C100239,2025-11-18,Debit,,Net Banking,Utilities,Successful
T303484,C100148,2025-11-22,Debit,10502.92,Net Banking,Utilities,Successful
T303485,C100262,2026-04-21,Credit,8794.64,NEFT,Healthcare,Successful
T303486,C100329,2026-06-23,Credit,1875.77,Card,Restaurants,Successful
T303487,C100579,2025-09-10,Debit,1238.4,UPI,Travel,Successful
T303488,C100579,2025-12-23,Credit,5563.48,Card,Restaurants,Successful
T303489,C100569,2025-12-02,Debit,5840.68,IMPS,Shopping,Successful
T303490,C100141,2026-05-22,Debit,4834.8,Card,Shopping,Failed
T303491,C100446,2025-12-14,Credit,659.42,Net Banking,Shopping,Successful
T303492,C100169,2025-11-03,Credit,573.51,UPI,Education,Successful
T303493,C100719,2026-05-05,Credit,1032.65,NEFT,Groceries,Successful
T303494,C100205,2026-04-02,Credit,3811.87,IMPS,Utilities,Successful
T303495,C100311,2025-07-30,Debit,5143.9,Net Banking,Education,Successful
T303496,C100134,2026-05-25,Credit,8773.54,IMPS,Utilities,Successful
T303497,C100566,2026-04-12,Debit,1039.63,IMPS,Restaurants,Successful
T303498,C100570,2025-07-27,Credit,4201.81,IMPS,Healthcare,Successful
T303499,C100316,2026-03-15,Debit,1944.64,UPI,Healthcare,Successful
T303500,C100299,2026-03-14,Credit,3202.4,Net Banking,Groceries,Failed
T303501,C100352,2025-08-20,Debit,2886.94,IMPS,Groceries,Successful
T303502,C100162,2025-08-25,Debit,1174.19,UPI,Utilities,Successful
T303503,C100734,2025-07-17,Debit,4473.94,Net Banking,Travel,Successful
T303504,C100007,2026-04-06,Credit,6673.16,NEFT,Utilities,Successful
T303505,C100262,2026-04-16,Credit,12080.66,NEFT,Groceries,Successful
T303506,C100421,2026-06-21,Debit,1384.15,UPI,Utilities,Successful
T303507,C100770,2026-03-10,Debit,2114.44,Net Banking,Shopping,Successful
T303508,C100461,2025-10-17,Debit,37520.4,NEFT,Education,Successful
T303509,C100279,2026-03-05,Debit,1211.99,Net Banking,Education,Successful
T303510,C100741,2025-08-01,Debit,8884.83,NEFT,Travel,Successful
T303511,C100778,2026-05-04,Debit,4493.57,IMPS,Shopping,Successful
T303512,C100452,2026-04-06,Debit,1971.37,Card,Travel,Successful
T303513,C100524,2025-10-19,Debit,9900.24,NEFT,Education,Successful
T303514,C100677,2026-05-27,Debit,12096.29,NEFT,Utilities,Successful
T303515,C100232,2026-06-26,Debit,4871.69,NEFT,Utilities,Successful
T303516,C100464,2025-12-19,Credit,2601.62,NEFT,Education,Successful
T303517,C100564,2025-10-18,Debit,916.75,NEFT,Shopping,Successful
T303518,C100390,2026-05-01,Debit,1755.94,NEFT,Travel,Successful
T303519,C100547,2025-12-09,Debit,1100.96,Net Banking,Shopping,Successful
T303520,C100624,2025-12-20,Debit,3572.08,NEFT,Education,Failed
T303521,C100624,2026-04-11,Debit,2386.54,NEFT,Shopping,Successful
T303522,C100097,2026-01-23,Debit,9131.82,NEFT,Groceries,Successful
T303523,C100359,2026-03-05,Credit,1774.98,Net Banking,Shopping,Successful
T303524,C100202,2025-11-10,Credit,8117.13,UPI,Education,Successful
T303525,C100075,2026-06-10,Debit,3961.43,Card,Education,Successful
T303526,C100305,2025-07-21,Credit,6641.58,IMPS,Travel,Successful
T303527,C100467,2026-04-15,Credit,232.1,UPI,Utilities,Successful
T303528,C100051,2025-07-22,Debit,1270.32,IMPS,Shopping,Successful
T303529,C100636,2026-05-24,Debit,728.72,Card,Education,Successful
T303530,C100292,2026-03-10,Debit,2666.43,Card,Groceries,Successful
T303531,C100769,2025-10-20,Credit,4257.58,UPI,Shopping,Successful
T303532,C100156,2025-07-27,Debit,12007.38,Net Banking,Shopping,Successful
T303533,C100513,2025-11-17,Debit,,Card,Groceries,Successful
T303534,C100482,2025-12-03,Debit,3313.65,UPI,Shopping,Failed
T303535,C100102,2025-12-18,Credit,6149.63,UPI,Restaurants,Successful
T303536,C100049,2026-05-09,Credit,1626.02,NEFT,Healthcare,Successful
T303537,C100338,2025-07-14,Debit,911.9,Net Banking,Healthcare,Successful
T303538,C100221,2026-03-12,Debit,1784.28,IMPS,Restaurants,Successful
T303539,C100392,2025-12-14,Debit,471.86,NEFT,Restaurants,Successful
T303540,C100079,2026-03-23,Debit,221.25,UPI,Education,Successful
T303541,C100778,2026-05-28,Debit,5079.66,UPI,Travel,Successful
T303542,C100355,2025-12-08,Debit,440.06,Net Banking,Utilities,Successful
T303543,C100485,2026-01-16,Credit,2240.67,Card,Healthcare,Successful
T303544,C100471,2025-10-26,Debit,4169.26,IMPS,Groceries,Successful
T303545,C100149,2025-08-05,Debit,9436.45,Net Banking,Education,Successful
T303546,C100516,2025-10-06,Debit,5781.29,Card,Shopping,Successful
T303547,C100010,2025-10-28,Debit,300.92,Card,Healthcare,Successful
T303548,C100070,2025-09-24,Credit,1423.5,Card,Shopping,Successful
T303549,C100562,2025-08-17,Debit,689.8,Card,Restaurants,Successful
T303550,C100385,2025-07-09,Debit,3043.59,NEFT,Shopping,Successful
T303551,C100720,2026-01-24,Credit,1898.76,Net Banking,Travel,Successful
T303552,C100620,2026-06-08,Debit,497.01,Card,Travel,Successful
T303553,C100756,2026-03-04,Debit,1572.79,UPI,Groceries,Successful
T303554,C100078,2025-11-29,Credit,2686.56,UPI,Healthcare,Successful
T303555,C100144,2025-11-25,Debit,893.98,UPI,Shopping,Successful
T303556,C100680,2026-06-11,Debit,1485.5,IMPS,Groceries,Successful
T303557,C100702,2025-12-06,Credit,500.98,NEFT,Utilities,Successful
T303558,C100024,2026-03-31,Debit,9946.88,IMPS,Healthcare,Successful
T303559,C100221,2026-04-23,Debit,9695.97,NEFT,Groceries,Successful
T303560,C100140,2025-11-05,Debit,2753.97,Net Banking,Healthcare,Successful
T303561,C100531,2026-01-24,Debit,275.47,Net Banking,Shopping,Successful
T303562,C100718,2025-07-05,Debit,13272.48,Card,Travel,Successful
T303563,C100490,2026-03-21,Debit,28716.14,Net Banking,Utilities,Successful
T303564,C100730,2026-03-31,Debit,2634.56,Net Banking,Travel,Successful
T303565,C100224,2026-01-13,Debit,1687.05,UPI,Healthcare,Successful
T303566,C100565,2025-11-27,Debit,1763.06,Net Banking,Education,Successful
T303567,C100771,2026-03-30,Debit,1185.1,UPI,Shopping,Successful
T303568,C100337,2025-10-28,Debit,11842.45,Card,Utilities,Successful
T303569,C100124,2026-03-03,Debit,1477.11,NEFT,Groceries,Successful
T303570,C100403,2026-04-23,Debit,3038.54,IMPS,Healthcare,Failed
T303571,C100682,2025-08-28,Debit,1657.63,Net Banking,Shopping,Successful
T303572,C100503,2025-10-01,Debit,4705.73,NEFT,Education,Successful
T303573,C100735,2026-05-13,Debit,1969.34,UPI,Restaurants,Successful
T303574,C100675,2026-06-26,Credit,6811.19,NEFT,Restaurants,Successful
T303575,C100189,2026-06-17,Credit,2853.79,UPI,Restaurants,Failed
T303576,C100705,2025-12-09,Debit,530.35,NEFT,Travel,Successful
T303577,C100139,2025-12-22,Credit,13765.75,Card,Utilities,Successful
T303578,C100505,2025-10-06,Debit,3816.18,Card,Shopping,Successful
T303579,C100782,2026-01-02,Debit,5814.15,NEFT,Shopping,Successful
T303580,C100491,2025-11-05,Debit,13516.32,UPI,Shopping,Successful
T303581,C100534,2025-09-12,Credit,1179.23,Card,Travel,Successful
T303582,C100166,2026-04-09,Debit,5556.98,Net Banking,Groceries,Successful
T303583,C100206,2025-08-13,Debit,1166.0,Net Banking,Shopping,Successful
T303584,C100317,2025-10-18,Debit,2296.67,IMPS,Utilities,Successful
T303585,C100187,2026-06-09,Debit,2174.55,Card,Shopping,Reversed
T303586,C100290,2026-04-29,Debit,2184.45,Card,Healthcare,Successful
T303587,C100534,2025-10-20,Credit,2667.86,Net Banking,Utilities,Successful
T303588,C100015,2026-02-06,Debit,5046.93,Net Banking,Groceries,Successful
T303589,C100534,2025-10-06,Credit,1514.83,Net Banking,Shopping,Successful
T303590,C100768,2026-05-01,Debit,322.12,IMPS,Healthcare,Successful
T303591,C100576,2025-10-21,Credit,515.62,IMPS,Travel,Successful
T303592,C100563,2025-09-22,Debit,683.86,NEFT,Education,Successful
T303593,C100153,2026-02-24,Debit,20201.63,IMPS,Restaurants,Successful
T303594,C100003,2026-05-04,Debit,2286.01,Net Banking,Restaurants,Successful
T303595,C100693,2026-02-22,Debit,3314.46,UPI,Shopping,Successful
T303596,C100549,2025-09-30,Debit,1463.07,NEFT,Restaurants,Successful
T303597,C100649,2025-10-01,Credit,6781.78,IMPS,Travel,Successful
T303598,C100170,2025-10-30,Debit,1076.07,Card,Utilities,Successful
T303599,C100739,2026-02-22,Debit,1060.62,NEFT,Groceries,Successful
T303600,C100780,2025-07-09,Debit,5687.07,IMPS,Education,Successful
T303601,C100033,2025-12-31,Credit,1990.11,Net Banking,Healthcare,Successful
T303602,C100619,2026-01-17,Debit,2901.73,NEFT,Education,Successful
T303603,C100497,2026-02-27,Debit,18392.14,IMPS,Groceries,Successful
T303604,C100175,2025-12-23,Credit,7503.3,Net Banking,Healthcare,Successful
T303605,C100094,2025-10-12,Debit,5094.27,IMPS,Education,Successful
T303606,C100116,2025-08-27,Debit,955.3,Net Banking,Utilities,Successful
T303607,C100123,2026-03-25,Credit,6689.03,UPI,Restaurants,Successful
T303608,C100042,2026-01-11,Debit,2492.58,Net Banking,Utilities,Successful
T303609,C100046,2025-09-05,Debit,6408.61,Net Banking,Restaurants,Successful
T303610,C100287,2025-10-10,Debit,4074.63,UPI,Travel,Successful
T303611,C100533,2025-09-10,Debit,8300.61,UPI,Education,Successful
T303612,C100353,2025-10-04,Debit,4136.43,Net Banking,Shopping,Successful
T303613,C100648,2026-03-15,Credit,7254.99,Card,Utilities,Successful
T303614,C100170,2026-03-01,Credit,962.27,IMPS,Healthcare,Successful
T303615,C100559,2025-11-29,Credit,3317.96,UPI,Utilities,Successful
T303616,C100519,2025-12-02,Debit,2358.24,IMPS,Healthcare,Successful
T303617,C100062,2026-05-06,Debit,5066.6,NEFT,Utilities,Successful
T303618,C100468,2025-08-10,Debit,9662.32,UPI,Travel,Successful
T303619,C100190,2025-11-18,Debit,6627.39,Net Banking,Education,Successful
T303620,C100156,2025-12-31,Debit,15444.16,IMPS,Restaurants,Successful
T303621,C100214,2025-07-28,Credit,1398.1,NEFT,Utilities,Successful
T303622,C100217,2026-06-10,Debit,520.79,NEFT,Restaurants,Successful
T303623,C100335,2026-04-16,Debit,874.38,IMPS,Restaurants,Successful
T303624,C100449,2025-08-30,Credit,1372.79,Card,Groceries,Successful
T303625,C100605,2025-08-02,Debit,10026.53,NEFT,Education,Successful
T303626,C100304,2026-03-08,Debit,1205.46,Card,Healthcare,Successful
T303627,C100688,2025-07-15,Debit,7423.34,Card,Restaurants,Successful
T303628,C100530,2026-03-08,Debit,2470.73,Net Banking,Education,Successful
T303629,C100082,2025-07-25,Debit,3107.33,UPI,Utilities,Successful
T303630,C100498,2026-02-09,Credit,803.55,UPI,Healthcare,Failed
T303631,C100134,2026-05-20,Debit,1918.26,UPI,Travel,Failed
T303632,C100513,2025-12-04,Debit,9328.3,NEFT,Education,Successful
T303633,C100078,2025-10-27,Debit,1579.41,IMPS,Utilities,Successful
T303634,C100054,2025-12-10,Credit,9471.38,NEFT,Utilities,Successful
T303635,C100792,2025-12-16,Debit,5140.24,IMPS,Restaurants,Successful
T303636,C100171,2026-01-08,Credit,3859.19,Card,Restaurants,Failed
T303637,C100445,2026-06-10,Debit,2498.43,Net Banking,Education,Successful
T303638,C100097,2026-04-26,Credit,5512.29,UPI,Education,Successful
T303639,C100571,2026-06-12,Debit,4366.44,Card,Groceries,Successful
T303640,C100093,2025-07-07,Credit,7212.59,Card,Healthcare,Successful
T303641,C100619,2025-12-12,Debit,6370.65,NEFT,Utilities,Successful
T303642,C100602,2025-10-23,Debit,273.74,Card,Restaurants,Reversed
T303643,C100236,2026-05-27,Credit,1251.95,Net Banking,Shopping,Reversed
T303644,C100632,2026-03-18,Debit,320.32,UPI,Groceries,Successful
T303645,C100506,2025-09-09,Debit,3464.61,IMPS,Groceries,Successful
T303646,C100119,2025-09-21,Debit,2313.72,UPI,Groceries,Successful
T303647,C100586,2026-04-06,Debit,1369.23,IMPS,Groceries,Successful
T303648,C100316,2025-09-20,Debit,18617.99,IMPS,Shopping,Successful
T303649,C100002,2026-06-24,Credit,2963.39,IMPS,Shopping,Reversed
T303650,C100379,2025-11-15,Debit,7219.12,NEFT,Travel,Successful
T303651,C100217,2025-07-19,Debit,999.31,IMPS,Education,Successful
T303652,C100324,2025-11-11,Credit,8605.52,UPI,Utilities,Successful
T303653,C100311,2025-11-03,Credit,453.02,NEFT,Restaurants,Successful
T303654,C100308,2025-09-10,Credit,943.83,Net Banking,Education,Successful
T303655,C100026,2025-10-17,Credit,3333.1,Card,Restaurants,Successful
T303656,C100491,2025-09-01,Credit,1056.37,IMPS,Shopping,Successful
T303657,C100060,2025-08-12,Credit,8348.57,NEFT,Shopping,Successful
T303658,C100159,2026-06-27,Debit,8451.67,IMPS,Groceries,Successful
T303659,C100297,2026-04-02,Debit,1177.02,IMPS,Shopping,Successful
T303660,C100659,2025-08-06,Debit,5688.04,UPI,Education,Successful
T303661,C100580,2026-03-18,Credit,3628.41,Net Banking,Travel,Successful
T303662,C100166,2026-04-07,Debit,273.6,IMPS,Education,Successful
T303663,C100161,2025-09-07,Credit,468.88,NEFT,Utilities,Successful
T303664,C100423,2025-07-25,Credit,569.85,Card,Healthcare,Successful
T303665,C100775,2025-10-09,Debit,607.67,Net Banking,Travel,Failed
T303666,C100328,2025-10-19,Debit,738.43,Card,Restaurants,Successful
T303667,C100234,2026-04-15,Debit,5695.98,NEFT,Education,Failed
T303668,C100674,2026-03-03,Debit,308.77,Net Banking,Shopping,Reversed
T303669,C100213,2026-03-06,Debit,10034.04,Net Banking,Healthcare,Successful
T303670,C100122,2025-09-19,Debit,1403.01,UPI,Restaurants,Successful
T303671,C100621,2026-02-25,Debit,332.95,Card,Healthcare,Successful
T303672,C100418,2026-04-24,Debit,2716.19,NEFT,Travel,Successful
T303673,C100795,2025-09-17,Debit,4225.42,IMPS,Groceries,Successful
T303674,C100476,2026-06-05,Debit,1031.72,IMPS,Healthcare,Failed
T303675,C100720,2025-11-11,Debit,715.03,Card,Groceries,Successful
T303676,C100369,2025-11-01,Debit,5158.17,Net Banking,Travel,Successful
T303677,C100157,2026-03-09,Debit,906.3,Card,Restaurants,Successful
T303678,C100718,2026-04-19,Debit,1803.84,IMPS,Healthcare,Successful
T303679,C100476,2026-02-25,Debit,718.34,UPI,Healthcare,Successful
T303680,C100185,2026-03-29,Debit,5452.13,NEFT,Travel,Successful
T303681,C100039,2025-10-20,Debit,1201.72,IMPS,Shopping,Successful
T303682,C100638,2026-02-26,Credit,894.69,NEFT,Travel,Successful
T303683,C100417,2025-12-31,Credit,2273.1,UPI,Groceries,Successful
T303684,C100135,2025-10-03,Credit,1963.5,Card,Utilities,Successful
T303685,C100213,2026-04-01,Credit,1095.07,IMPS,Shopping,Successful
T303686,C100183,2026-01-06,Debit,1182.48,Card,Restaurants,Successful
T303687,C100298,2025-08-25,Debit,821.58,UPI,Healthcare,Reversed
T303688,C100642,2026-01-02,Credit,1462.42,Net Banking,Restaurants,Failed
T303689,C100441,2025-12-09,Credit,1027.85,Card,Restaurants,Successful
T303690,C100074,2025-09-09,Credit,257.45,Net Banking,Restaurants,Successful
T303691,C100535,2026-04-16,Credit,867.29,IMPS,Groceries,Successful
T303692,C100005,2026-01-10,Debit,4597.6,Card,Healthcare,Successful
T303693,C100048,2026-05-19,Credit,804.23,IMPS,Restaurants,Successful
T303694,C100315,2025-11-09,Credit,1180.34,Card,Groceries,Successful
T303695,C100035,2026-03-01,Debit,1673.62,Net Banking,Groceries,Successful
T303696,C100214,2025-09-07,Debit,4374.93,UPI,Healthcare,Successful
T303697,C100243,2025-08-26,Debit,751.45,Net Banking,Restaurants,Successful
T303698,C100479,2025-09-29,Debit,1365.51,UPI,Healthcare,Successful
T303699,C100110,2025-11-17,Debit,836.95,UPI,Healthcare,Successful
T303700,C100414,2026-01-27,Debit,2251.6,Card,Travel,Reversed
T303701,C100093,2025-07-30,Debit,1470.69,IMPS,Utilities,Successful
T303702,C100567,2026-02-18,Debit,282.95,Card,Travel,Successful
T303703,C100629,2025-10-14,Debit,2945.51,UPI,Healthcare,Reversed
T303704,C100256,2026-02-17,Debit,4213.95,UPI,Travel,Successful
T303705,C100340,2025-08-24,Debit,3501.19,UPI,Shopping,Successful
T303706,C100102,2025-08-01,Debit,1907.44,Card,Healthcare,Successful
T303707,C100489,2026-03-10,Debit,2109.0,NEFT,Utilities,Successful
T303708,C100203,2026-03-23,Debit,462.37,UPI,Travel,Successful
T303709,C100055,2026-02-12,Debit,666.78,Net Banking,Restaurants,Successful
T303710,C100055,2025-12-11,Credit,4281.0,UPI,Groceries,Failed
T303711,C100371,2026-04-14,Debit,2433.6,UPI,Utilities,Successful
T303712,C100115,2025-08-20,Debit,1487.66,NEFT,Healthcare,Successful
T303713,C100034,2025-10-05,Credit,1620.2,NEFT,Groceries,Successful
T303714,C100627,2026-03-20,Debit,5124.77,IMPS,Groceries,Successful
T303715,C100131,2026-03-03,Debit,1595.82,NEFT,Utilities,Successful
T303716,C100743,2026-06-14,Debit,2143.73,NEFT,Travel,Successful
T303717,C100630,2025-09-22,Credit,3211.95,NEFT,Shopping,Successful
T303718,C100679,2025-12-23,Credit,473.44,NEFT,Healthcare,Successful
T303719,C100007,2026-01-06,Credit,3173.9,IMPS,Utilities,Successful
T303720,C100421,2025-11-03,Debit,1676.67,NEFT,Utilities,Successful
T303721,C100446,2025-11-19,Debit,1104.3,Card,Healthcare,Successful
T303722,C100417,2025-07-22,Debit,2278.49,UPI,Restaurants,Successful
T303723,C100085,2026-01-28,Debit,5601.8,Net Banking,Shopping,Successful
T303724,C100156,2026-01-14,Debit,4476.78,Net Banking,Groceries,Successful
T303725,C100708,2026-03-21,Debit,2387.55,UPI,Shopping,Successful
T303726,C100134,2026-05-07,Debit,1159.78,Card,Education,Successful
T303727,C100327,2025-11-14,Credit,17482.79,Card,Healthcare,Successful
T303728,C100151,2025-10-01,Debit,4461.53,UPI,Healthcare,Successful
T303729,C100550,2025-07-22,Debit,4190.43,Card,Shopping,Successful
T303730,C100759,2026-04-18,Debit,435.6,Net Banking,Travel,Successful
T303731,C100525,2026-03-30,Debit,3109.35,Card,Restaurants,Successful
T303732,C100394,2026-05-15,Debit,2538.94,Net Banking,Utilities,Successful
T303733,C100150,2026-06-25,Debit,2857.7,NEFT,Shopping,Successful
T303734,C100690,2026-05-02,Credit,2615.71,IMPS,Education,Successful
T303735,C100553,2026-04-09,Debit,4872.65,UPI,Groceries,Successful
T303736,C100442,2026-01-14,Debit,6551.87,Net Banking,Groceries,Successful
T303737,C100258,2026-04-13,Debit,2628.39,Net Banking,Education,Successful
T303738,C100395,2026-04-15,Debit,2426.13,Card,Restaurants,Successful
T303739,C100552,2026-01-29,Debit,364.02,NEFT,Shopping,Successful
T303740,C100064,2026-04-11,Credit,4194.03,UPI,Travel,Successful
T303741,C100573,2025-11-11,Debit,1997.66,NEFT,Healthcare,Failed
T303742,C100064,2026-06-17,Credit,9938.85,IMPS,Education,Successful
T303743,C100373,2025-07-09,Debit,7217.23,IMPS,Travel,Successful
T303744,C100667,2025-12-23,Debit,4452.58,UPI,Education,Successful
T303745,C100015,2025-07-18,Debit,420.15,UPI,Restaurants,Successful
T303746,C100525,2025-08-22,Debit,1657.11,UPI,Travel,Failed
T303747,C100689,2025-08-29,Debit,374.11,IMPS,Utilities,Successful
T303748,C100508,2025-07-08,Debit,2542.32,IMPS,Utilities,Successful
T303749,C100616,2026-03-10,Debit,986.74,Card,Shopping,Successful
T303750,C100277,2025-10-25,Credit,2532.86,UPI,Groceries,Successful
T303751,C100130,2025-09-08,Debit,176.07,IMPS,Shopping,Successful
T303752,C100500,2026-04-07,Credit,361.02,Card,Education,Successful
